Employee_ID,Promotion_Base_Readiness_Score_pct,Transfer_Base_Readiness_Score_pct,Reskilling_Base_Readiness_Score_pct,Reskilling_Need_Score_pct,Current_Role_Skill_Coverage_pct,Current_Role_Mandatory_Skill_Coverage_pct,Current_Role_Skill_Gap_Count,Current_Role_Mandatory_Gap_Count,Cross_Functional_Exposure_Score_pct,Overtime_Load_pct,Attendance_Availability_pct,Simulation_Feature_Version,Source_Data_As_Of_Date,Feature_Source
EMP346,80.13,62.7,54.66,84.0,33.0,0.0,3,3,6.25,14.43,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP347,78.13,68.25,58.96,36.0,60.0,66.67,2,1,37.5,14.43,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP348,74.82,59.9,59.81,36.0,60.0,66.67,2,1,6.25,15.59,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP349,76.87,65.5,47.45,100.0,0.0,0.0,5,3,25.0,13.86,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP350,77.94,60.67,59.93,36.0,60.0,66.67,2,1,6.25,16.17,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP351,77.75,59.03,64.07,56.0,58.0,33.33,2,2,0.0,8.08,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP352,76.25,59.56,55.0,72.0,20.0,33.33,4,2,0.0,12.7,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP353,78.65,68.23,54.59,44.0,47.0,66.67,3,1,31.25,2.89,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP354,77.86,59.97,62.84,44.0,47.0,66.67,3,1,6.25,15.01,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP355,77.81,65.77,65.46,56.0,55.0,33.33,2,2,25.0,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP356,68.14,57.9,53.83,44.0,45.0,66.67,3,1,31.25,6.35,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP357,81.52,62.01,64.96,44.0,42.0,66.67,3,1,0.0,21.36,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP358,65.34,50.22,47.24,72.0,22.0,33.33,4,2,6.25,8.08,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP359,67.36,50.42,52.86,64.0,43.0,33.33,3,2,0.0,5.77,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP360,67.83,62.44,52.99,72.0,25.0,33.33,4,2,56.25,6.93,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP361,87.3,73.38,87.23,64.0,40.0,33.33,3,2,31.25,4.04,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP362,92.51,82.89,64.87,72.0,20.0,33.33,4,2,43.75,1.73,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP363,91.67,79.79,89.88,64.0,40.0,33.33,3,2,31.25,3.46,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP364,91.58,73.4,86.28,72.0,25.0,33.33,4,2,0.0,10.97,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP365,88.7,76.74,79.93,100.0,0.0,0.0,5,3,43.75,10.97,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP366,88.52,73.86,81.16,92.0,18.0,0.0,4,3,31.25,11.55,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP367,86.61,78.86,82.15,64.0,35.0,33.33,3,2,62.5,6.35,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP368,87.83,72.49,74.18,36.0,65.0,66.67,2,1,25.0,2.31,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP369,87.91,69.0,74.37,72.0,20.0,33.33,4,2,6.25,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP370,89.09,69.56,73.35,44.0,42.0,66.67,3,1,6.25,6.93,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP371,88.48,75.5,74.07,92.0,15.0,0.0,4,3,31.25,9.82,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP372,92.84,79.16,84.55,36.0,60.0,66.67,2,1,18.75,6.93,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP373,92.7,79.98,79.65,72.0,20.0,33.33,4,2,25.0,4.04,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP374,93.1,75.38,83.0,84.0,33.0,0.0,3,3,0.0,4.62,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP375,87.93,76.84,55.58,72.0,25.0,33.33,4,2,50.0,7.51,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP376,85.29,79.64,75.4,72.0,22.0,33.33,4,2,56.25,2.31,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP377,91.67,83.92,82.39,64.0,43.0,33.33,3,2,37.5,8.08,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP378,89.77,78.9,81.32,72.0,20.0,33.33,4,2,18.75,1.73,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP379,82.66,70.78,73.36,92.0,15.0,0.0,4,3,25.0,10.97,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP380,86.76,78.94,74.34,44.0,47.0,66.67,3,1,43.75,1.15,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP381,93.24,82.59,82.27,64.0,37.0,33.33,3,2,25.0,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP382,92.81,83.45,82.94,92.0,15.0,0.0,4,3,31.25,2.89,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP383,86.07,79.93,74.64,72.0,25.0,33.33,4,2,56.25,14.43,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP384,88.79,84.1,87.48,64.0,43.0,33.33,3,2,43.75,2.31,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP385,89.67,80.98,74.48,72.0,25.0,33.33,4,2,56.25,8.08,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP386,93.69,78.55,82.57,64.0,43.0,33.33,3,2,12.5,1.15,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP387,87.54,74.25,75.59,92.0,18.0,0.0,4,3,12.5,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP388,87.1,83.94,62.73,64.0,35.0,33.33,3,2,43.75,7.51,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP389,87.97,72.14,57.23,92.0,18.0,0.0,4,3,12.5,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP390,73.21,56.87,52.04,92.0,15.0,0.0,4,3,0.0,10.97,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP391,74.25,58.54,56.68,100.0,0.0,0.0,5,3,6.25,10.39,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP392,77.9,65.88,62.1,56.0,58.0,33.33,2,2,31.25,2.31,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP393,77.72,64.19,62.21,92.0,18.0,0.0,4,3,18.75,2.31,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP394,78.68,67.5,59.36,92.0,15.0,0.0,4,3,31.25,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP395,76.41,61.09,64.23,36.0,62.0,66.67,2,1,6.25,14.43,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP396,76.88,62.06,61.01,36.0,62.0,66.67,2,1,12.5,2.31,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP397,78.38,61.44,51.22,72.0,22.0,33.33,4,2,6.25,11.55,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP398,81.31,62.01,48.65,92.0,18.0,0.0,4,3,0.0,10.97,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP399,79.45,63.72,58.82,92.0,15.0,0.0,4,3,12.5,6.93,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP400,78.75,63.22,65.43,44.0,45.0,66.67,3,1,12.5,9.82,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP401,78.64,69.06,56.17,84.0,33.0,0.0,3,3,43.75,5.77,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP402,78.09,62.19,61.09,92.0,18.0,0.0,4,3,6.25,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP403,66.47,53.37,59.04,72.0,22.0,33.33,4,2,12.5,2.31,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP404,67.41,61.77,50.92,100.0,0.0,0.0,5,3,50.0,2.89,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP405,64.79,48.88,52.18,64.0,40.0,33.33,3,2,0.0,12.7,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP406,88.81,73.25,82.62,92.0,15.0,0.0,4,3,25.0,3.46,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP407,87.69,75.95,83.81,64.0,37.0,33.33,3,2,43.75,12.7,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP408,88.9,75.6,80.52,64.0,37.0,33.33,3,2,37.5,5.2,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP409,94.36,93.4,88.72,64.0,37.0,33.33,3,2,87.5,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP410,94.25,83.28,88.14,72.0,22.0,33.33,4,2,37.5,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP411,94.04,89.24,89.92,36.0,62.0,66.67,2,1,68.75,1.15,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP412,93.63,80.17,90.16,72.0,25.0,33.33,4,2,25.0,5.2,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP413,84.08,76.02,79.49,64.0,35.0,33.33,3,2,43.75,11.55,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP414,92.81,82.56,88.26,72.0,20.0,33.33,4,2,31.25,8.08,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP415,94.51,82.0,84.31,72.0,22.0,33.33,4,2,31.25,5.77,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP416,94.41,87.22,82.97,16.0,67.0,100.0,2,0,56.25,8.08,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP417,94.24,83.09,81.67,56.0,53.0,33.33,2,2,37.5,6.93,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP418,89.85,72.7,69.85,56.0,53.0,33.33,2,2,18.75,6.93,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP419,90.02,78.4,74.4,72.0,25.0,33.33,4,2,43.75,6.35,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP420,90.11,79.61,82.37,64.0,38.0,33.33,3,2,25.0,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP421,86.43,86.75,80.14,64.0,40.0,33.33,3,2,62.5,1.15,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP422,86.08,80.8,73.89,36.0,57.0,66.67,2,1,68.75,0.0,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP423,79.67,78.98,73.92,100.0,0.0,0.0,5,3,68.75,5.2,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP424,94.76,76.41,83.38,72.0,22.0,33.33,4,2,0.0,0.0,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP425,83.7,75.98,71.48,44.0,45.0,66.67,3,1,43.75,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP426,87.68,76.13,72.58,72.0,22.0,33.33,4,2,31.25,6.93,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP427,89.51,79.91,80.1,72.0,25.0,33.33,4,2,18.75,7.51,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP428,90.48,86.02,72.83,64.0,37.0,33.33,3,2,43.75,7.51,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP429,93.15,78.03,87.13,100.0,0.0,0.0,5,3,12.5,8.66,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP430,91.93,85.88,73.9,44.0,42.0,66.67,3,1,75.0,7.51,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP431,89.04,79.37,80.17,100.0,0.0,0.0,5,3,18.75,0.58,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP432,91.66,79.36,85.18,72.0,22.0,33.33,4,2,18.75,7.51,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP433,82.89,74.9,57.01,72.0,25.0,33.33,4,2,43.75,0.0,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP434,91.42,87.48,84.19,72.0,25.0,33.33,4,2,50.0,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP435,76.65,63.26,59.96,36.0,63.0,66.67,2,1,18.75,4.04,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP436,66.74,57.49,51.04,44.0,42.0,66.67,3,1,37.5,13.28,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP437,78.53,60.18,62.58,56.0,58.0,33.33,2,2,0.0,0.0,89.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP438,79.15,69.82,48.36,72.0,22.0,33.33,4,2,43.75,6.93,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP439,77.12,59.19,44.91,92.0,18.0,0.0,4,3,0.0,6.35,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP440,78.92,60.04,54.1,64.0,43.0,33.33,3,2,0.0,5.77,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP441,75.72,65.96,57.15,72.0,20.0,33.33,4,2,37.5,1.73,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP442,76.26,62.73,51.25,64.0,35.0,33.33,3,2,12.5,8.08,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP443,73.22,59.74,57.68,72.0,20.0,33.33,4,2,12.5,12.7,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP444,79.44,60.64,51.59,64.0,38.0,33.33,3,2,0.0,2.31,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP445,76.89,59.94,56.52,36.0,60.0,66.67,2,1,0.0,4.62,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP446,76.88,59.75,63.65,72.0,25.0,33.33,4,2,0.0,11.55,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP447,76.41,62.77,64.59,64.0,43.0,33.33,3,2,12.5,13.28,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP448,65.68,49.48,61.47,36.0,65.0,66.67,2,1,0.0,13.86,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP449,65.83,57.59,48.58,100.0,0.0,0.0,5,3,37.5,25.4,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP450,63.78,48.92,49.19,92.0,18.0,0.0,4,3,0.0,19.63,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP451,88.44,73.06,81.46,36.0,60.0,66.67,2,1,25.0,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP452,93.49,77.85,95.78,92.0,18.0,0.0,4,3,12.5,10.97,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP453,92.55,82.04,89.64,72.0,25.0,33.33,4,2,37.5,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP454,87.52,77.47,87.98,100.0,0.0,0.0,5,3,50.0,6.35,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP455,86.01,69.86,85.42,72.0,25.0,33.33,4,2,18.75,8.08,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP456,92.5,84.17,88.88,64.0,40.0,33.33,3,2,50.0,5.77,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP457,92.79,87.09,89.7,64.0,43.0,33.33,3,2,62.5,2.89,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP458,87.23,70.59,66.74,92.0,18.0,0.0,4,3,18.75,9.24,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP459,86.51,73.44,59.84,28.0,78.0,66.67,1,1,37.5,7.51,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP460,87.96,72.43,70.16,36.0,65.0,66.67,2,1,25.0,11.55,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP461,88.96,79.62,72.92,72.0,25.0,33.33,4,2,56.25,6.35,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP462,85.62,73.1,73.2,64.0,40.0,33.33,3,2,31.25,1.15,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP463,87.61,76.0,79.0,100.0,0.0,0.0,5,3,43.75,7.51,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP464,94.59,85.84,80.37,36.0,60.0,66.67,2,1,50.0,10.97,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP465,94.9,83.71,84.15,64.0,35.0,33.33,3,2,37.5,3.46,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP466,90.9,91.46,81.36,64.0,43.0,33.33,3,2,75.0,0.0,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP467,91.49,88.63,81.58,84.0,33.0,0.0,3,3,56.25,11.55,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP468,86.85,77.69,70.36,44.0,42.0,66.67,3,1,43.75,7.51,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP469,92.22,85.09,81.27,72.0,20.0,33.33,4,2,43.75,5.77,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP470,91.28,88.01,79.63,64.0,40.0,33.33,3,2,62.5,0.0,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP471,86.7,81.36,75.25,36.0,57.0,66.67,2,1,56.25,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP472,92.6,84.34,89.65,100.0,0.0,0.0,5,3,31.25,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP473,88.35,79.33,73.68,72.0,20.0,33.33,4,2,43.75,6.35,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP474,94.13,90.86,80.89,72.0,20.0,33.33,4,2,68.75,4.04,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP475,83.18,80.07,57.59,92.0,18.0,0.0,4,3,56.25,6.35,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP476,88.61,82.83,81.99,100.0,0.0,0.0,5,3,37.5,8.08,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP477,82.52,74.5,74.81,36.0,65.0,66.67,2,1,31.25,3.46,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP478,92.3,78.26,79.78,100.0,0.0,0.0,5,3,12.5,8.66,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP479,86.94,76.72,69.09,72.0,20.0,33.33,4,2,37.5,7.51,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP480,79.04,60.73,59.45,64.0,43.0,33.33,3,2,0.0,6.93,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP481,78.55,68.78,57.4,16.0,67.0,100.0,2,0,37.5,4.62,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP482,77.71,63.41,59.63,44.0,47.0,66.67,3,1,18.75,1.73,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP483,79.66,69.32,60.34,64.0,43.0,33.33,3,2,37.5,15.59,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP484,77.47,62.08,60.57,84.0,33.0,0.0,3,3,6.25,0.0,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP485,76.99,66.1,61.22,64.0,35.0,33.33,3,2,25.0,9.24,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP486,76.7,59.39,59.88,44.0,45.0,66.67,3,1,0.0,5.77,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP487,74.2,59.76,57.22,64.0,38.0,33.33,3,2,6.25,8.08,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP488,66.08,51.84,51.38,92.0,18.0,0.0,4,3,12.5,7.51,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP489,64.85,53.86,60.99,84.0,33.0,0.0,3,3,25.0,7.51,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP490,77.36,67.95,63.2,64.0,43.0,33.33,3,2,37.5,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP491,76.92,62.82,62.14,72.0,20.0,33.33,4,2,12.5,6.35,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP492,76.36,59.52,58.17,100.0,0.0,0.0,5,3,0.0,8.08,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP493,65.39,55.38,50.35,72.0,22.0,33.33,4,2,31.25,5.2,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP494,66.35,52.72,56.73,64.0,43.0,33.33,3,2,12.5,6.93,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP495,64.7,55.31,52.77,100.0,0.0,0.0,5,3,31.25,5.77,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP496,91.54,85.09,88.59,92.0,15.0,0.0,4,3,56.25,2.31,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP497,93.23,84.88,92.93,64.0,40.0,33.33,3,2,50.0,12.12,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP498,89.24,83.38,78.24,64.0,37.0,33.33,3,2,75.0,3.46,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP499,88.98,74.69,78.27,72.0,25.0,33.33,4,2,31.25,10.39,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP500,86.52,85.15,84.16,64.0,40.0,33.33,3,2,93.75,0.0,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP501,86.99,78.03,78.96,72.0,20.0,33.33,4,2,56.25,7.51,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP502,91.99,80.34,88.79,100.0,0.0,0.0,5,3,31.25,2.31,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP503,93.1,81.1,85.07,84.0,33.0,0.0,3,3,31.25,0.0,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP504,85.33,82.34,70.09,44.0,47.0,66.67,3,1,75.0,6.93,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP505,95.22,86.22,85.18,44.0,42.0,66.67,3,1,50.0,9.24,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP506,92.86,83.36,80.89,36.0,60.0,66.67,2,1,43.75,10.97,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP507,94.64,79.64,83.91,44.0,45.0,66.67,3,1,18.75,0.0,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP508,91.92,83.12,72.67,72.0,25.0,33.33,4,2,62.5,2.31,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP509,95.04,77.64,81.78,36.0,63.0,66.67,2,1,6.25,13.28,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP510,90.14,81.15,70.67,84.0,33.0,0.0,3,3,62.5,2.31,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP511,90.66,78.02,54.46,100.0,0.0,0.0,5,3,37.5,0.58,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP512,89.74,81.04,73.57,72.0,20.0,33.33,4,2,56.25,1.15,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP513,90.48,88.04,68.46,92.0,15.0,0.0,4,3,56.25,6.93,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP514,83.76,82.85,73.56,28.0,80.0,66.67,1,1,81.25,0.0,86.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP515,90.88,83.7,83.7,64.0,37.0,33.33,3,2,43.75,6.35,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP516,88.03,86.97,64.07,92.0,18.0,0.0,4,3,56.25,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP517,88.73,79.14,74.04,64.0,43.0,33.33,3,2,50.0,4.04,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP518,88.86,76.82,83.16,92.0,18.0,0.0,4,3,6.25,11.55,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP519,93.9,84.33,84.64,64.0,38.0,33.33,3,2,37.5,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
