Historical_Employee_ID,Historical_Employee_Name,Department_ID,Department_Name,Last_Known_Job_Level,Historical_Status,Record_Effective_Date,Record_Purpose
HISTORICAL-EMPLOYEE-0569,Historical Administration Employee 0569,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0570,Historical Administration Employee 0570,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0571,Historical Administration Employee 0571,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0572,Historical Administration Employee 0572,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0573,Historical Administration Employee 0573,DEPARTMENT-010,Administration & Facilities,Mid,Former Employee,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0574,Historical Procurement Employee 0574,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0575,Historical Procurement Employee 0575,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0576,Historical Procurement Employee 0576,DEPARTMENT-012,Procurement & Supply Chain,Junior,Former Employee,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0577,Historical Logistics Employee 0577,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0578,Historical Logistics Employee 0578,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0579,Historical Logistics Employee 0579,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0580,Historical Logistics Employee 0580,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0581,Historical Logistics Employee 0581,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0582,Historical Logistics Employee 0582,DEPARTMENT-013,Logistics & Warehouse,Junior,Former Employee,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0583,Historical Logistics Employee 0583,DEPARTMENT-013,Logistics & Warehouse,Mid,Former Employee,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0584,Historical Logistics Employee 0584,DEPARTMENT-013,Logistics & Warehouse,Senior,Former Employee,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0585,Historical Production Employee 0585,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0586,Historical Production Employee 0586,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0587,Historical Production Employee 0587,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0588,Historical Production Employee 0588,DEPARTMENT-014,Production & Manufacturing,Senior,Former Employee,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0589,Historical Production Employee 0589,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0590,Historical Production Employee 0590,DEPARTMENT-014,Production & Manufacturing,Junior,Former Employee,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0591,Historical Quality Employee 0591,DEPARTMENT-015,Quality Assurance,Mid,Former Employee,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0592,Historical Research Employee 0592,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0593,Historical Research Employee 0593,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-08-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0594,Historical HR Employee 0594,DEPARTMENT-001,HR,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0595,Historical HR Employee 0595,DEPARTMENT-001,HR,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0596,Historical Finance Employee 0596,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0597,Historical Finance Employee 0597,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0598,Historical Finance Employee 0598,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0599,Historical Finance Employee 0599,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0600,Historical Finance Employee 0600,DEPARTMENT-002,Finance,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0601,Historical Finance Employee 0601,DEPARTMENT-002,Finance,Mid,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0602,Historical Finance Employee 0602,DEPARTMENT-002,Finance,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0603,Historical Sales Employee 0603,DEPARTMENT-003,Sales,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0604,Historical Engineering Employee 0604,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0605,Historical Engineering Employee 0605,DEPARTMENT-005,Engineering,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0606,Historical Engineering Employee 0606,DEPARTMENT-005,Engineering,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0607,Historical Engineering Employee 0607,DEPARTMENT-005,Engineering,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0608,Historical Operations Employee 0608,DEPARTMENT-006,Operations,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0609,Historical Operations Employee 0609,DEPARTMENT-006,Operations,Mid,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0610,Historical Operations Employee 0610,DEPARTMENT-006,Operations,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0611,Historical Operations Employee 0611,DEPARTMENT-006,Operations,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0612,Historical IT Employee 0612,DEPARTMENT-007,IT,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0613,Historical Medical Employee 0613,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0614,Historical Medical Employee 0614,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0615,Historical Medical Employee 0615,DEPARTMENT-008,Medical Care,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0616,Historical Medical Employee 0616,DEPARTMENT-008,Medical Care,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0617,Historical Medical Employee 0617,DEPARTMENT-008,Medical Care,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0618,Historical Training Employee 0618,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0619,Historical Training Employee 0619,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0620,Historical Training Employee 0620,DEPARTMENT-009,Training & Development,Mid,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0621,Historical Training Employee 0621,DEPARTMENT-009,Training & Development,Mid,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0622,Historical Training Employee 0622,DEPARTMENT-009,Training & Development,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0623,Historical Administration Employee 0623,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0624,Historical Administration Employee 0624,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0625,Historical Administration Employee 0625,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0626,Historical Administration Employee 0626,DEPARTMENT-010,Administration & Facilities,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0627,Historical Administration Employee 0627,DEPARTMENT-010,Administration & Facilities,Mid,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0628,Historical Administration Employee 0628,DEPARTMENT-010,Administration & Facilities,Mid,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0629,Historical Legal Employee 0629,DEPARTMENT-011,Legal & Compliance,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0630,Historical Legal Employee 0630,DEPARTMENT-011,Legal & Compliance,Mid,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0631,Historical Legal Employee 0631,DEPARTMENT-011,Legal & Compliance,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0632,Historical Procurement Employee 0632,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0633,Historical Procurement Employee 0633,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0634,Historical Procurement Employee 0634,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0635,Historical Procurement Employee 0635,DEPARTMENT-012,Procurement & Supply Chain,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0636,Historical Procurement Employee 0636,DEPARTMENT-012,Procurement & Supply Chain,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0637,Historical Logistics Employee 0637,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0638,Historical Logistics Employee 0638,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0639,Historical Logistics Employee 0639,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0640,Historical Logistics Employee 0640,DEPARTMENT-013,Logistics & Warehouse,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0641,Historical Logistics Employee 0641,DEPARTMENT-013,Logistics & Warehouse,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0642,Historical Production Employee 0642,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0643,Historical Production Employee 0643,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0644,Historical Production Employee 0644,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0645,Historical Production Employee 0645,DEPARTMENT-014,Production & Manufacturing,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0646,Historical Quality Employee 0646,DEPARTMENT-015,Quality Assurance,Junior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0647,Historical Research Employee 0647,DEPARTMENT-016,Research & Development,Senior,Former Employee,2025-09-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0648,Historical HR Employee 0648,DEPARTMENT-001,HR,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0649,Historical Finance Employee 0649,DEPARTMENT-002,Finance,Junior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0650,Historical Finance Employee 0650,DEPARTMENT-002,Finance,Senior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0651,Historical Finance Employee 0651,DEPARTMENT-002,Finance,Junior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0652,Historical Sales Employee 0652,DEPARTMENT-003,Sales,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0653,Historical Sales Employee 0653,DEPARTMENT-003,Sales,Senior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0654,Historical Customer Employee 0654,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0655,Historical Engineering Employee 0655,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0656,Historical Engineering Employee 0656,DEPARTMENT-005,Engineering,Mid,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0657,Historical Engineering Employee 0657,DEPARTMENT-005,Engineering,Senior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0658,Historical Engineering Employee 0658,DEPARTMENT-005,Engineering,Junior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0659,Historical Operations Employee 0659,DEPARTMENT-006,Operations,Senior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0660,Historical IT Employee 0660,DEPARTMENT-007,IT,Mid,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0661,Historical Medical Employee 0661,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0662,Historical Medical Employee 0662,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0663,Historical Medical Employee 0663,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0664,Historical Administration Employee 0664,DEPARTMENT-010,Administration & Facilities,Mid,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0665,Historical Administration Employee 0665,DEPARTMENT-010,Administration & Facilities,Junior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0666,Historical Legal Employee 0666,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0667,Historical Legal Employee 0667,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0668,Historical Legal Employee 0668,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0669,Historical Legal Employee 0669,DEPARTMENT-011,Legal & Compliance,Senior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0670,Historical Legal Employee 0670,DEPARTMENT-011,Legal & Compliance,Mid,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0671,Historical Legal Employee 0671,DEPARTMENT-011,Legal & Compliance,Junior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0672,Historical Procurement Employee 0672,DEPARTMENT-012,Procurement & Supply Chain,Junior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0673,Historical Logistics Employee 0673,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0674,Historical Logistics Employee 0674,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0675,Historical Logistics Employee 0675,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0676,Historical Logistics Employee 0676,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0677,Historical Logistics Employee 0677,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0678,Historical Logistics Employee 0678,DEPARTMENT-013,Logistics & Warehouse,Mid,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0679,Historical Logistics Employee 0679,DEPARTMENT-013,Logistics & Warehouse,Senior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0680,Historical Production Employee 0680,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0681,Historical Production Employee 0681,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0682,Historical Production Employee 0682,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0683,Historical Production Employee 0683,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0684,Historical Production Employee 0684,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0685,Historical Production Employee 0685,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0686,Historical Production Employee 0686,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0687,Historical Production Employee 0687,DEPARTMENT-014,Production & Manufacturing,Junior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0688,Historical Production Employee 0688,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0689,Historical Production Employee 0689,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0690,Historical Research Employee 0690,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0691,Historical Research Employee 0691,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0692,Historical Research Employee 0692,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0693,Historical Research Employee 0693,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0694,Historical Research Employee 0694,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0695,Historical Research Employee 0695,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0696,Historical Research Employee 0696,DEPARTMENT-016,Research & Development,Mid,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0697,Historical Research Employee 0697,DEPARTMENT-016,Research & Development,Senior,Former Employee,2025-10-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0698,Historical Sales Employee 0698,DEPARTMENT-003,Sales,Junior,Historical Joiner,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0699,Historical Sales Employee 0699,DEPARTMENT-003,Sales,Junior,Historical Joiner,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0700,Historical Sales Employee 0700,DEPARTMENT-003,Sales,Junior,Historical Joiner,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0701,Historical Sales Employee 0701,DEPARTMENT-003,Sales,Senior,Former Employee,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0702,Historical Sales Employee 0702,DEPARTMENT-003,Sales,Junior,Former Employee,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0703,Historical Customer Employee 0703,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0704,Historical Customer Employee 0704,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0705,Historical Customer Employee 0705,DEPARTMENT-004,Customer Support,Junior,Former Employee,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0706,Historical Customer Employee 0706,DEPARTMENT-004,Customer Support,Junior,Former Employee,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0707,Historical Engineering Employee 0707,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0708,Historical Engineering Employee 0708,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0709,Historical Engineering Employee 0709,DEPARTMENT-005,Engineering,Senior,Former Employee,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0710,Historical IT Employee 0710,DEPARTMENT-007,IT,Senior,Former Employee,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0711,Historical Medical Employee 0711,DEPARTMENT-008,Medical Care,Junior,Former Employee,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0712,Historical Training Employee 0712,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0713,Historical Training Employee 0713,DEPARTMENT-009,Training & Development,Mid,Former Employee,2025-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
