Driver_Record_ID,Snapshot_Month,Department_ID,Department_Name,Demand_Driver_Name,Demand_Driver_Value,Measurement_Unit,Baseline_Driver_Value,Demand_Growth_Percentage,Expected_Staffing_Need,Demand_to_Approved_Headcount_Gap,Data_Pattern_Description,Data_As_Of_Date
DEMAND-PRC-202607,2026-07-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,852.8,Purchase Orders,700,21.83,58,10,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-PRC-202608,2026-08-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,830.0,Purchase Orders,700,18.57,57,9,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
DEMAND-LOG-202409,2024-09-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,7782.7,Shipments,7800,-0.22,49,0,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-LOG-202410,2024-10-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,7926.4,Shipments,7800,1.62,50,1,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-LOG-202411,2024-11-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,9413.2,Shipments,7800,20.68,59,10,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-LOG-202412,2024-12-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,9606.4,Shipments,7800,23.16,60,11,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-LOG-202501,2025-01-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8106.1,Shipments,7800,3.92,53,2,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-LOG-202502,2025-02-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,7460.6,Shipments,7800,-4.35,49,-2,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-LOG-202503,2025-03-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,7783.7,Shipments,7800,-0.21,51,0,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-LOG-202504,2025-04-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,7973.4,Shipments,7800,2.22,52,1,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-LOG-202505,2025-05-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8065.3,Shipments,7800,3.4,53,2,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-LOG-202506,2025-06-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8438.7,Shipments,7800,8.19,55,4,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-LOG-202507,2025-07-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8707.7,Shipments,7800,11.64,57,6,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-LOG-202508,2025-08-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8308.3,Shipments,7800,6.52,54,3,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-LOG-202509,2025-09-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8797.0,Shipments,7800,12.78,58,7,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-LOG-202510,2025-10-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8910.0,Shipments,7800,14.23,58,7,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-LOG-202511,2025-11-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,10284.2,Shipments,7800,31.85,67,16,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-LOG-202512,2025-12-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,10221.5,Shipments,7800,31.04,67,16,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-LOG-202601,2026-01-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8861.7,Shipments,7800,13.61,60,7,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-LOG-202602,2026-02-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8041.4,Shipments,7800,3.09,55,2,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-LOG-202603,2026-03-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8194.6,Shipments,7800,5.06,56,3,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-LOG-202604,2026-04-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,9139.1,Shipments,7800,17.17,62,9,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-LOG-202605,2026-05-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,9066.8,Shipments,7800,16.24,62,9,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-LOG-202606,2026-06-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,9187.5,Shipments,7800,17.79,62,9,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
DEMAND-LOG-202607,2026-07-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,9483.9,Shipments,7800,21.59,64,11,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-LOG-202608,2026-08-01,DEPARTMENT-013,Logistics & Warehouse,Shipments Processed,8983.6,Shipments,7800,15.17,61,8,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
DEMAND-PRD-202409,2024-09-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1556.7,Production Orders,1600,-2.71,50,-1,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-PRD-202410,2024-10-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1661.4,Production Orders,1600,3.84,53,2,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-PRD-202411,2024-11-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1947.6,Production Orders,1600,21.72,62,11,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-PRD-202412,2024-12-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1950.1,Production Orders,1600,21.88,62,11,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-PRD-202501,2025-01-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1676.6,Production Orders,1600,4.79,56,3,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-PRD-202502,2025-02-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1578.5,Production Orders,1600,-1.34,52,-1,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-PRD-202503,2025-03-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1535.3,Production Orders,1600,-4.04,51,-2,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-PRD-202504,2025-04-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1625.7,Production Orders,1600,1.61,54,1,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-PRD-202505,2025-05-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1710.5,Production Orders,1600,6.91,57,4,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-PRD-202506,2025-06-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1740.9,Production Orders,1600,8.81,58,5,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-PRD-202507,2025-07-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1746.2,Production Orders,1600,9.14,58,5,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-PRD-202508,2025-08-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1801.3,Production Orders,1600,12.58,60,7,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-PRD-202509,2025-09-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1692.8,Production Orders,1600,5.8,56,3,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-PRD-202510,2025-10-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1736.9,Production Orders,1600,8.56,58,5,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-PRD-202511,2025-11-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,2153.7,Production Orders,1600,34.61,71,18,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-PRD-202512,2025-12-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,2052.9,Production Orders,1600,28.31,68,15,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-PRD-202601,2026-01-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1731.1,Production Orders,1600,8.19,61,5,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-PRD-202602,2026-02-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1667.7,Production Orders,1600,4.23,58,2,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-PRD-202603,2026-03-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1778.8,Production Orders,1600,11.18,62,6,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-PRD-202604,2026-04-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1791.8,Production Orders,1600,11.99,63,7,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-PRD-202605,2026-05-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1855.9,Production Orders,1600,15.99,65,9,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-PRD-202606,2026-06-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1908.7,Production Orders,1600,19.29,67,11,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
DEMAND-PRD-202607,2026-07-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1939.4,Production Orders,1600,21.21,68,12,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-PRD-202608,2026-08-01,DEPARTMENT-014,Production & Manufacturing,Production Orders,1824.6,Production Orders,1600,14.04,64,8,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
DEMAND-QAS-202409,2024-09-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1124.4,Inspections,1100,2.22,49,1,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-QAS-202410,2024-10-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1145.3,Inspections,1100,4.12,50,2,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-QAS-202411,2024-11-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1258.7,Inspections,1100,14.43,55,7,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-QAS-202412,2024-12-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1269.7,Inspections,1100,15.43,55,7,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-QAS-202501,2025-01-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1111.6,Inspections,1100,1.05,50,1,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-QAS-202502,2025-02-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1081.7,Inspections,1100,-1.66,48,-1,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-QAS-202503,2025-03-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1090.6,Inspections,1100,-0.85,49,0,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-QAS-202504,2025-04-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1133.6,Inspections,1100,3.05,50,1,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-QAS-202505,2025-05-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1151.1,Inspections,1100,4.65,51,2,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-QAS-202506,2025-06-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1140.1,Inspections,1100,3.65,51,2,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-QAS-202507,2025-07-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1152.4,Inspections,1100,4.76,51,2,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-QAS-202508,2025-08-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1175.7,Inspections,1100,6.88,52,3,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-QAS-202509,2025-09-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1231.8,Inspections,1100,11.98,55,6,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-QAS-202510,2025-10-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1243.6,Inspections,1100,13.05,55,6,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-QAS-202511,2025-11-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1400.0,Inspections,1100,27.27,62,13,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-QAS-202512,2025-12-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1328.5,Inspections,1100,20.77,59,10,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-QAS-202601,2026-01-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1215.8,Inspections,1100,10.53,55,5,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-QAS-202602,2026-02-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1213.4,Inspections,1100,10.31,55,5,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-QAS-202603,2026-03-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1212.9,Inspections,1100,10.26,55,5,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-QAS-202604,2026-04-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1286.7,Inspections,1100,16.97,58,8,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-QAS-202605,2026-05-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1235.6,Inspections,1100,12.33,56,6,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-QAS-202606,2026-06-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1258.4,Inspections,1100,14.4,57,7,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
DEMAND-QAS-202607,2026-07-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1307.2,Inspections,1100,18.84,59,9,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-QAS-202608,2026-08-01,DEPARTMENT-015,Quality Assurance,Quality Inspections,1319.5,Inspections,1100,19.95,60,10,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
DEMAND-RND-202409,2024-09-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,18,Initiatives,18,0.0,48,0,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-RND-202410,2024-10-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,17,Initiatives,18,-5.56,45,-3,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-RND-202411,2024-11-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,19,Initiatives,18,5.56,51,3,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-RND-202412,2024-12-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,18,Initiatives,18,0.0,48,0,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-RND-202501,2025-01-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,19,Initiatives,18,5.56,53,3,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-RND-202502,2025-02-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,19,Initiatives,18,5.56,53,3,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-RND-202503,2025-03-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,18,Initiatives,18,0.0,50,0,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-RND-202504,2025-04-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,19,Initiatives,18,5.56,53,3,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-RND-202505,2025-05-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,19,Initiatives,18,5.56,53,3,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-RND-202506,2025-06-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,19,Initiatives,18,5.56,53,3,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-RND-202507,2025-07-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,56,6,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-RND-202508,2025-08-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,56,6,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-RND-202509,2025-09-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,56,6,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-RND-202510,2025-10-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,56,6,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-RND-202511,2025-11-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,56,6,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-RND-202512,2025-12-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,21,Initiatives,18,16.67,58,8,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-RND-202601,2026-01-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,58,6,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-RND-202602,2026-02-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,58,6,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-RND-202603,2026-03-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,58,6,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-RND-202604,2026-04-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,21,Initiatives,18,16.67,61,9,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-RND-202605,2026-05-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,58,6,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-RND-202606,2026-06-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,21,Initiatives,18,16.67,61,9,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
DEMAND-RND-202607,2026-07-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,20,Initiatives,18,11.11,58,6,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-RND-202608,2026-08-01,DEPARTMENT-016,Research & Development,Active Research Initiatives,21,Initiatives,18,16.67,61,9,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
