Course_ID,Course_Name,Skill_ID,Skill_Name,Skill_Category,Skill_Type,Course_Level,Recommended_From_Proficiency_Level,Target_Proficiency_Level,Estimated_Duration_Hours,Delivery_Mode,Provider_Type,Assessment_Method,Certificate_Available,Professional_Growth_Outcome,Active_Status,Catalog_Mode,Data_As_Of_Date
COURSE-S059-PRC,Applied Emergency Response in Clinical Practice,S059,Emergency Response,Healthcare,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Emergency Response for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S059-ADV,Advanced Emergency Response and Patient Safety,S059,Emergency Response,Healthcare,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Emergency Response for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S060-FND,Care Coordination Foundations,S060,Care Coordination,Healthcare,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Care Coordination for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S060-PRC,Applied Care Coordination in Clinical Practice,S060,Care Coordination,Healthcare,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Care Coordination for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S060-ADV,Advanced Care Coordination and Patient Safety,S060,Care Coordination,Healthcare,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Care Coordination for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S061-FND,Training Needs Analysis Fundamentals,S061,Training Needs Analysis,Learning,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Training Needs Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S061-PRC,Applied Training Needs Analysis for Learning Delivery,S061,Training Needs Analysis,Learning,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Training Needs Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S061-ADV,Advanced Training Needs Analysis and Learning Impact,S061,Training Needs Analysis,Learning,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Training Needs Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S062-FND,Curriculum Design Fundamentals,S062,Curriculum Design,Learning,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Curriculum Design for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S062-PRC,Applied Curriculum Design for Learning Delivery,S062,Curriculum Design,Learning,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Curriculum Design for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S062-ADV,Advanced Curriculum Design and Learning Impact,S062,Curriculum Design,Learning,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Curriculum Design for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S063-FND,Facilitation Fundamentals,S063,Facilitation,Learning,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Facilitation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S063-PRC,Applied Facilitation for Learning Delivery,S063,Facilitation,Learning,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Facilitation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S063-ADV,Advanced Facilitation and Learning Impact,S063,Facilitation,Learning,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Facilitation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S064-FND,Learning Evaluation Fundamentals,S064,Learning Evaluation,Learning,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Learning Evaluation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S064-PRC,Applied Learning Evaluation for Learning Delivery,S064,Learning Evaluation,Learning,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Learning Evaluation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S064-ADV,Advanced Learning Evaluation and Learning Impact,S064,Learning Evaluation,Learning,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Learning Evaluation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S065-FND,Learning Management Systems Fundamentals,S065,Learning Management Systems,Learning,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Learning Management Systems for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S065-PRC,Applied Learning Management Systems for Learning Delivery,S065,Learning Management Systems,Learning,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Learning Management Systems for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S065-ADV,Advanced Learning Management Systems and Learning Impact,S065,Learning Management Systems,Learning,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Learning Management Systems for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S066-FND,Office Administration Fundamentals,S066,Office Administration,Administration,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Office Administration for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S066-PRC,Applied Office Administration,S066,Office Administration,Administration,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Office Administration for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S066-ADV,Advanced Office Administration and Decision Practice,S066,Office Administration,Administration,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Office Administration for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S067-FND,Facilities Management Fundamentals,S067,Facilities Management,Administration,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Facilities Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S067-PRC,Applied Facilities Management,S067,Facilities Management,Administration,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Facilities Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S067-ADV,Advanced Facilities Management and Decision Practice,S067,Facilities Management,Administration,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Facilities Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S068-FND,Vendor Coordination Fundamentals,S068,Vendor Coordination,Administration,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Vendor Coordination for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S068-PRC,Applied Vendor Coordination,S068,Vendor Coordination,Administration,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Vendor Coordination for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S068-ADV,Advanced Vendor Coordination and Decision Practice,S068,Vendor Coordination,Administration,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Vendor Coordination for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S069-FND,Asset Management Fundamentals,S069,Asset Management,Administration,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Asset Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S069-PRC,Applied Asset Management,S069,Asset Management,Administration,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Asset Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S069-ADV,Advanced Asset Management and Decision Practice,S069,Asset Management,Administration,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Asset Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S070-FND,Records Management Fundamentals,S070,Records Management,Administration,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Records Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S070-PRC,Applied Records Management,S070,Records Management,Administration,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Records Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S070-ADV,Advanced Records Management and Decision Practice,S070,Records Management,Administration,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Records Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S071-FND,Contract Review Fundamentals,S071,Contract Review,Legal and Compliance,Core,Foundation,0,2,8,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Contract Review for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S071-PRC,Applied Contract Review,S071,Contract Review,Legal and Compliance,Core,Practitioner,2,3,12,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Contract Review for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S071-ADV,Advanced Contract Review and Decision Practice,S071,Contract Review,Legal and Compliance,Core,Advanced,3,5,18,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Contract Review for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S072-FND,Regulatory Compliance Fundamentals,S072,Regulatory Compliance,Legal and Compliance,Core,Foundation,0,2,8,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Regulatory Compliance for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S072-PRC,Applied Regulatory Compliance,S072,Regulatory Compliance,Legal and Compliance,Core,Practitioner,2,3,12,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Regulatory Compliance for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S072-ADV,Advanced Regulatory Compliance and Decision Practice,S072,Regulatory Compliance,Legal and Compliance,Core,Advanced,3,5,18,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Regulatory Compliance for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S073-FND,Policy Interpretation Fundamentals,S073,Policy Interpretation,Legal and Compliance,Core,Foundation,0,2,8,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Policy Interpretation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S073-PRC,Applied Policy Interpretation,S073,Policy Interpretation,Legal and Compliance,Core,Practitioner,2,3,12,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Policy Interpretation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S073-ADV,Advanced Policy Interpretation and Decision Practice,S073,Policy Interpretation,Legal and Compliance,Core,Advanced,3,5,18,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Policy Interpretation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S074-FND,Legal Research Fundamentals,S074,Legal Research,Legal and Compliance,Core,Foundation,0,2,8,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Legal Research for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S074-PRC,Applied Legal Research,S074,Legal Research,Legal and Compliance,Core,Practitioner,2,3,12,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Legal Research for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S074-ADV,Advanced Legal Research and Decision Practice,S074,Legal Research,Legal and Compliance,Core,Advanced,3,5,18,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Legal Research for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S075-FND,Case Management Fundamentals,S075,Case Management,Legal and Compliance,Core,Foundation,0,2,8,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Case Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S075-PRC,Applied Case Management,S075,Case Management,Legal and Compliance,Core,Practitioner,2,3,12,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Case Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S075-ADV,Advanced Case Management and Decision Practice,S075,Case Management,Legal and Compliance,Core,Advanced,3,5,18,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Case Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S076-FND,Strategic Sourcing Fundamentals,S076,Strategic Sourcing,Procurement,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Strategic Sourcing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S076-PRC,Applied Strategic Sourcing,S076,Strategic Sourcing,Procurement,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Strategic Sourcing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S076-ADV,Advanced Strategic Sourcing and Decision Practice,S076,Strategic Sourcing,Procurement,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Strategic Sourcing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S077-FND,Purchase Order Management Fundamentals,S077,Purchase Order Management,Procurement,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Purchase Order Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S077-PRC,Applied Purchase Order Management,S077,Purchase Order Management,Procurement,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Purchase Order Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S077-ADV,Advanced Purchase Order Management and Decision Practice,S077,Purchase Order Management,Procurement,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Purchase Order Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S078-FND,Supplier Management Fundamentals,S078,Supplier Management,Procurement,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Supplier Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S078-PRC,Applied Supplier Management,S078,Supplier Management,Procurement,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Supplier Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S078-ADV,Advanced Supplier Management and Decision Practice,S078,Supplier Management,Procurement,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Supplier Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S079-FND,Contract Negotiation Fundamentals,S079,Contract Negotiation,Procurement,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Contract Negotiation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S079-PRC,Applied Contract Negotiation,S079,Contract Negotiation,Procurement,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Contract Negotiation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S079-ADV,Advanced Contract Negotiation and Decision Practice,S079,Contract Negotiation,Procurement,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Contract Negotiation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S080-FND,Inventory Planning Fundamentals,S080,Inventory Planning,Procurement,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Inventory Planning for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S080-PRC,Applied Inventory Planning,S080,Inventory Planning,Procurement,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Inventory Planning for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S080-ADV,Advanced Inventory Planning and Decision Practice,S080,Inventory Planning,Procurement,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Inventory Planning for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S081-FND,Cost Analysis Fundamentals,S081,Cost Analysis,Procurement,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Cost Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S081-PRC,Applied Cost Analysis,S081,Cost Analysis,Procurement,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Cost Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S081-ADV,Advanced Cost Analysis and Decision Practice,S081,Cost Analysis,Procurement,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Cost Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S082-FND,Warehouse Operations Fundamentals,S082,Warehouse Operations,Logistics,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Warehouse Operations for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S082-PRC,Applied Warehouse Operations,S082,Warehouse Operations,Logistics,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Warehouse Operations for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S082-ADV,Advanced Warehouse Operations and Decision Practice,S082,Warehouse Operations,Logistics,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Warehouse Operations for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S083-FND,Inventory Control Fundamentals,S083,Inventory Control,Logistics,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Inventory Control for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S083-PRC,Applied Inventory Control,S083,Inventory Control,Logistics,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Inventory Control for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S083-ADV,Advanced Inventory Control and Decision Practice,S083,Inventory Control,Logistics,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Inventory Control for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S084-FND,Transport Planning Fundamentals,S084,Transport Planning,Logistics,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Transport Planning for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S084-PRC,Applied Transport Planning,S084,Transport Planning,Logistics,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Transport Planning for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S084-ADV,Advanced Transport Planning and Decision Practice,S084,Transport Planning,Logistics,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Transport Planning for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S085-FND,Route Optimization Fundamentals,S085,Route Optimization,Logistics,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Route Optimization for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S085-PRC,Applied Route Optimization,S085,Route Optimization,Logistics,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Route Optimization for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S085-ADV,Advanced Route Optimization and Decision Practice,S085,Route Optimization,Logistics,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Route Optimization for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S086-FND,Dispatch Coordination Fundamentals,S086,Dispatch Coordination,Logistics,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Dispatch Coordination for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S086-PRC,Applied Dispatch Coordination,S086,Dispatch Coordination,Logistics,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Dispatch Coordination for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S086-ADV,Advanced Dispatch Coordination and Decision Practice,S086,Dispatch Coordination,Logistics,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Dispatch Coordination for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S087-FND,Health and Safety Essentials,S087,Health and Safety,Operations,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Health and Safety for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S087-PRC,Applied Health and Safety in Operations,S087,Health and Safety,Operations,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Health and Safety for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S087-ADV,Advanced Health and Safety and Continuous Improvement,S087,Health and Safety,Operations,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Health and Safety for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S088-FND,Production Planning Essentials,S088,Production Planning,Manufacturing,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Production Planning for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
