Snapshot_Month,Organization_ID,Department_ID,Department_Name,Business_Unit,Approved_Position_Count,Budgeted_Position_Count,Actual_Employee_Count,Actual_Full_Time_Equivalent,Approved_Full_Time_Equivalent,Budgeted_Full_Time_Equivalent,Vacant_Approved_Position_Count,Funded_Vacant_Position_Count,Overstaffed_Employee_Count,Employees_Joining_During_Month,Employees_Leaving_During_Month,Employees_Transferred_In,Employees_Transferred_Out,Employees_Promoted,Monthly_Salary_Cost,Monthly_Benefits_Cost,Approved_Monthly_People_Budget,Budget_Variance_Amount,Budget_Utilization_Percentage,Vacancy_Rate_Percentage,Data_As_Of_Date
2025-10-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,44,42.1,42.9,41.9,0,0,0,4,3,0,0,0,9996096,1999219,12211140,215825,98.23,0.0,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,44,42.0,42.9,41.9,0,0,0,1,0,0,1,3,9996096,1999219,12211140,215825,98.23,0.0,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,44,42.0,42.9,41.9,0,0,0,1,0,0,1,1,9996096,1999219,12211140,215825,98.23,0.0,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,43,43,44,42.1,41.9,41.9,0,0,1,4,3,0,1,1,10736547,2147309,13115668,231812,98.23,0.0,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,43,43,44,42.2,41.9,41.9,0,0,1,0,2,3,1,2,10736547,2147309,13115668,231812,98.23,0.0,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,43,43,46,44.3,41.9,41.9,0,0,3,4,0,0,2,3,11224572,2244914,13115668,-353818,102.7,0.0,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,43,43,45,43.4,41.9,41.9,0,0,2,1,2,0,0,3,10980560,2196112,13115668,-61004,100.47,0.0,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,43,43,46,44.6,41.9,41.9,0,0,3,1,2,2,0,0,11224572,2244914,13115668,-353818,102.7,0.0,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,43,43,44,42.7,41.9,41.9,0,0,1,0,2,0,0,2,10736547,2147309,13115668,231812,98.23,0.0,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,43,43,46,44.8,41.9,41.9,0,0,3,4,1,0,1,0,11224572,2244914,13115668,-353818,102.7,0.0,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,43,43,45,43.9,41.9,41.9,0,0,2,0,3,2,0,0,10980560,2196112,13115668,-61004,100.47,0.0,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,46,46,40,38.6,44.9,44.9,6,6,0,3,2,0,1,0,6640000,1328000,9545000,1577000,83.48,13.04,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,46,46,40,38.7,44.9,44.9,6,6,0,2,3,1,0,3,6640000,1328000,9545000,1577000,83.48,13.04,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,46,46,41,39.8,44.9,44.9,5,5,0,1,0,0,0,1,6806000,1361200,9545000,1377800,85.57,10.87,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,46,46,41,39.9,44.9,44.9,5,5,0,2,2,0,0,1,6806000,1361200,9545000,1377800,85.57,10.87,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,41,40.0,45.8,44.9,6,5,0,1,0,0,1,1,7350480,1470096,10308600,1488024,85.57,12.77,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,42,40.9,45.8,44.9,5,4,0,2,1,0,0,0,7529760,1505952,10308600,1272888,87.65,10.64,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,41,39.9,45.8,44.9,6,5,0,1,2,0,0,1,7350480,1470096,10308600,1488024,85.57,12.77,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,42,40.8,45.8,44.9,5,4,0,0,0,1,0,2,7529760,1505952,10308600,1272888,87.65,10.64,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,43,41.7,45.8,44.9,4,3,0,2,1,1,1,2,7709040,1541808,10308600,1057752,89.74,8.51,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,41,39.6,45.8,44.9,6,5,0,0,3,1,0,3,7350480,1470096,10308600,1488024,85.57,12.77,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,41,39.5,45.8,44.9,6,5,0,1,0,0,1,0,7350480,1470096,10308600,1488024,85.57,12.77,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,42,40.3,45.8,44.9,5,4,0,2,1,0,0,2,7529760,1505952,10308600,1272888,87.65,10.64,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,43,41.2,45.8,44.9,4,3,0,3,2,0,0,2,7709040,1541808,10308600,1057752,89.74,8.51,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,42,40.1,45.8,44.9,5,4,0,0,1,0,0,3,7529760,1505952,10308600,1272888,87.65,10.64,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,43,41.1,45.8,44.9,4,3,0,1,1,1,0,0,7709040,1541808,10308600,1057752,89.74,8.51,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,47,46,42,40.1,45.8,44.9,5,4,0,1,3,1,0,1,7529760,1505952,10308600,1272888,87.65,10.64,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,48,47,42,40.2,46.8,45.8,6,5,0,0,0,0,0,1,8087519,1617503,11312900,1607878,85.79,12.5,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,48,47,44,42.2,46.8,45.8,4,3,0,3,2,1,0,0,8472640,1694528,11312900,1145732,89.87,8.33,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,48,47,44,42.3,46.8,45.8,4,3,0,1,2,1,0,0,8472640,1694528,11312900,1145732,89.87,8.33,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,48,47,43,41.5,46.8,45.8,5,4,0,1,3,1,0,3,8280079,1656015,11312900,1376806,87.83,10.42,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,48,47,44,42.6,46.8,45.8,4,3,0,2,2,2,1,2,8472640,1694528,11312900,1145732,89.87,8.33,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,48,47,45,43.7,46.8,45.8,3,2,0,3,3,1,0,1,8665200,1733040,11312900,914660,91.91,6.25,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,48,47,45,43.8,46.8,45.8,3,2,0,3,3,0,0,3,8665200,1733040,11312900,914660,91.91,6.25,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,48,47,45,43.9,46.8,45.8,3,2,0,0,0,0,0,2,8665200,1733040,11312900,914660,91.91,6.25,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,49,48,38,36.7,47.8,46.8,11,10,0,2,2,0,0,0,5730400,1146080,9048000,2171520,76.0,22.45,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,49,48,37,35.8,47.8,46.8,12,11,0,2,2,0,1,3,5579600,1115920,9048000,2352480,74.0,24.49,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,49,48,40,38.8,47.8,46.8,9,8,0,2,0,1,0,2,6032000,1206400,9048000,1809600,80.0,18.37,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,49,48,41,39.9,47.8,46.8,8,7,0,2,1,1,1,1,6182800,1236560,9048000,1628640,82.0,16.33,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,39,38.0,49.7,47.8,12,10,0,1,3,1,1,1,6351696,1270339,9975420,2353385,76.41,23.53,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,38,37.0,49.7,47.8,13,11,0,1,2,0,0,0,6188832,1237766,9975420,2548822,74.45,25.49,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,37,36.0,49.7,47.8,14,12,0,0,1,0,0,1,6025968,1205193,9975420,2744259,72.49,27.45,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,39,37.9,49.7,47.8,12,10,0,2,0,0,0,2,6351696,1270339,9975420,2353385,76.41,23.53,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,40,38.8,49.7,47.8,11,9,0,4,2,0,1,1,6514560,1302912,9975420,2157948,78.37,21.57,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,41,39.6,49.7,47.8,10,8,0,3,3,1,0,0,6677424,1335484,9975420,1962512,80.33,19.61,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,40,38.5,49.7,47.8,11,9,0,4,3,0,2,3,6514560,1302912,9975420,2157948,78.37,21.57,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,41,39.4,49.7,47.8,10,8,0,6,3,0,2,3,6677424,1335484,9975420,1962512,80.33,19.61,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,40,38.3,49.7,47.8,11,9,0,3,2,1,3,3,6514560,1302912,9975420,2157948,78.37,21.57,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,43,41.1,49.7,47.8,8,6,0,5,2,0,0,1,7003152,1400630,9975420,1571638,84.24,15.69,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,45,43.0,49.7,47.8,6,4,0,2,1,1,0,0,7328880,1465776,9975420,1180764,88.16,11.76,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,51,49,45,43.0,49.7,47.8,6,4,0,3,2,0,1,2,7328880,1465776,9975420,1180764,88.16,11.76,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,53,50,44,42.1,51.7,48.8,9,6,0,1,2,0,0,1,7696831,1539366,10933000,1696803,84.48,16.98,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,53,50,42,40.3,51.7,48.8,11,8,0,1,2,0,1,0,7346975,1469395,10933000,2116630,80.64,20.75,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,53,50,42,40.4,51.7,48.8,11,8,0,1,2,1,0,1,7346975,1469395,10933000,2116630,80.64,20.75,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,53,50,44,42.5,51.7,48.8,9,6,0,4,3,1,0,0,7696831,1539366,10933000,1696803,84.48,16.98,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,53,50,45,43.6,51.7,48.8,8,5,0,4,2,0,1,3,7871759,1574351,10933000,1486890,86.4,15.09,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,53,50,44,42.7,51.7,48.8,9,6,0,1,2,0,0,3,7696831,1539366,10933000,1696803,84.48,16.98,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,53,50,45,43.8,51.7,48.8,8,5,0,4,3,0,0,2,7871759,1574351,10933000,1486890,86.4,15.09,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,53,50,45,43.9,51.7,48.8,8,5,0,3,3,0,0,2,7871759,1574351,10933000,1486890,86.4,15.09,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,51,49,36,34.7,49.7,47.8,15,13,0,1,1,0,0,0,5403200,1080640,9192944,2709104,70.53,29.41,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,51,49,34,32.9,49.7,47.8,17,15,0,0,3,1,0,0,5103022,1020604,9192944,3069318,66.61,33.33,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,51,49,37,35.9,49.7,47.8,14,12,0,5,3,1,0,2,5553288,1110657,9192944,2528999,72.49,27.45,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,51,49,39,38.0,49.7,47.8,12,10,0,2,0,0,0,0,5853466,1170693,9192944,2168785,76.41,23.53,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,38,37.0,51.7,48.8,15,12,0,0,1,0,0,3,6159648,1231929,10131000,2739423,72.96,28.3,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,37,36.1,51.7,48.8,16,13,0,2,3,0,0,1,5997551,1199510,10131000,2933939,71.04,30.19,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,38,37.0,51.7,48.8,15,12,0,6,3,0,2,2,6159648,1231929,10131000,2739423,72.96,28.3,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,38,36.9,51.7,48.8,15,12,0,3,3,0,0,2,6159648,1231929,10131000,2739423,72.96,28.3,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,38,36.8,51.7,48.8,15,12,0,2,2,0,0,1,6159648,1231929,10131000,2739423,72.96,28.3,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,39,37.7,51.7,48.8,14,11,0,1,0,0,0,2,6321744,1264348,10131000,2544908,74.88,26.42,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,39,37.6,51.7,48.8,14,11,0,1,1,0,0,0,6321744,1264348,10131000,2544908,74.88,26.42,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,41,39.4,51.7,48.8,12,9,0,4,3,2,1,2,6645936,1329187,10131000,2155877,78.72,22.64,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,40,38.3,51.7,48.8,13,10,0,2,2,0,1,2,6483840,1296768,10131000,2350392,76.8,24.53,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,42,40.1,51.7,48.8,11,8,0,7,3,0,2,1,6808032,1361606,10131000,1961362,80.64,20.75,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,44,42.0,51.7,48.8,9,6,0,4,2,0,0,3,7132223,1426444,10131000,1572333,84.48,16.98,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,53,50,45,43.0,51.7,48.8,8,5,0,1,0,0,0,0,7294319,1458863,10131000,1377818,86.4,15.09,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,56,52,43,41.1,54.6,50.7,13,9,0,0,2,0,0,3,7486433,1497286,11316702,2332983,79.38,23.21,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,56,52,41,39.3,54.6,50.7,15,11,0,0,1,0,1,2,7138227,1427645,11316702,2750830,75.69,26.79,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,56,52,42,40.4,54.6,50.7,14,10,0,3,0,0,2,3,7312330,1462466,11316702,2541906,77.54,25.0,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,56,52,43,41.5,54.6,50.7,13,9,0,4,3,0,0,0,7486433,1497286,11316702,2332983,79.38,23.21,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,56,52,45,43.6,54.6,50.7,11,7,0,5,2,0,1,1,7834639,1566927,11316702,1915136,83.08,19.64,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,56,52,45,43.7,54.6,50.7,11,7,0,1,0,0,1,3,7834639,1566927,11316702,1915136,83.08,19.64,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,56,52,45,43.8,54.6,50.7,11,7,0,1,1,0,0,2,7834639,1566927,11316702,1915136,83.08,19.64,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,56,52,45,43.9,54.6,50.7,11,7,0,1,2,2,1,3,7834639,1566927,11316702,1915136,83.08,19.64,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,48,48,39,37.6,46.8,46.8,9,9,0,0,1,1,0,0,6701933,1340386,10310666,2268347,78.0,18.75,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,48,48,40,38.7,46.8,46.8,8,8,0,1,0,0,0,3,6873777,1374755,10310666,2062134,80.0,16.67,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,48,48,41,39.8,46.8,46.8,7,7,0,4,3,0,0,0,7045622,1409124,10310666,1855920,82.0,14.58,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,48,48,44,42.8,46.8,46.8,4,4,0,4,1,0,0,0,7561155,1512231,10310666,1237280,88.0,8.33,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,41,40.0,47.8,46.8,8,7,0,0,3,0,0,1,7609272,1521854,11135520,2004394,82.0,16.33,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,40,39.0,47.8,46.8,9,8,0,2,3,0,0,3,7423680,1484736,11135520,2227104,80.0,18.37,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,40,39.0,47.8,46.8,9,8,0,0,1,1,0,3,7423680,1484736,11135520,2227104,80.0,18.37,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,42,40.8,47.8,46.8,7,6,0,2,0,1,1,0,7794864,1558972,11135520,1781684,84.0,14.29,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,43,41.7,47.8,46.8,6,5,0,3,3,1,0,1,7980456,1596091,11135520,1558973,86.0,12.24,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,42,40.6,47.8,46.8,7,6,0,2,3,1,1,3,7794864,1558972,11135520,1781684,84.0,14.29,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,43,41.4,47.8,46.8,6,5,0,4,3,0,0,1,7980456,1596091,11135520,1558973,86.0,12.24,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,42,40.3,47.8,46.8,7,6,0,0,1,0,0,1,7794864,1558972,11135520,1781684,84.0,14.29,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,43,41.2,47.8,46.8,6,5,0,2,1,0,0,0,7980456,1596091,11135520,1558973,86.0,12.24,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,43,41.1,47.8,46.8,6,5,0,0,0,0,0,1,7980456,1596091,11135520,1558973,86.0,12.24,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,45,43.0,47.8,46.8,4,3,0,6,3,0,1,2,8351640,1670328,11135520,1113552,90.0,8.16,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,49,48,45,43.0,47.8,46.8,4,3,0,0,1,2,1,1,8351640,1670328,11135520,1113552,90.0,8.16,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,50,49,42,40.2,48.8,47.8,8,7,0,0,4,1,0,1,8372261,1674452,12209547,2162834,82.29,16.0,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,50,49,44,42.2,48.8,47.8,6,5,0,4,0,0,2,3,8770940,1754188,12209547,1684419,86.2,12.0,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,50,49,43,41.4,48.8,47.8,7,6,0,2,3,0,0,0,8571600,1714320,12209547,1923627,84.24,14.0,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,50,49,43,41.5,48.8,47.8,7,6,0,3,3,0,0,1,8571600,1714320,12209547,1923627,84.24,14.0,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,50,49,44,42.6,48.8,47.8,6,5,0,0,0,1,0,0,8770940,1754188,12209547,1684419,86.2,12.0,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,50,49,44,42.7,48.8,47.8,6,5,0,2,2,0,0,3,8770940,1754188,12209547,1684419,86.2,12.0,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,50,49,46,44.8,48.8,47.8,4,3,0,3,3,2,0,0,9169619,1833923,12209547,1206005,90.12,8.0,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-015,Quality Assurance,Industrial Operations,50,49,45,43.9,48.8,47.8,5,4,0,0,1,0,0,1,8970280,1794056,12209547,1445211,88.16,10.0,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,48,48,37,35.7,46.8,46.8,11,11,0,1,1,0,0,0,7540600,1508120,12228000,3179280,74.0,22.92,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,48,48,37,35.8,46.8,46.8,11,11,0,3,2,0,1,0,7540600,1508120,12228000,3179280,74.0,22.92,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,48,48,39,37.9,46.8,46.8,9,9,0,4,2,1,1,3,7948200,1589640,12228000,2690160,78.0,18.75,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,48,48,38,37.0,46.8,46.8,10,10,0,1,2,1,1,2,7744400,1548880,12228000,2934720,76.0,20.83,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,38,37.0,48.8,47.8,12,11,0,0,1,1,0,0,8363952,1672790,13481370,3444628,74.45,24.0,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,39,38.0,48.8,47.8,11,10,0,2,1,1,1,0,8584056,1716811,13481370,3180503,76.41,22.0,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,39,38.0,48.8,47.8,11,10,0,5,3,0,2,1,8584056,1716811,13481370,3180503,76.41,22.0,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,39,37.9,48.8,47.8,11,10,0,0,1,1,0,1,8584056,1716811,13481370,3180503,76.41,22.0,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,39,37.8,48.8,47.8,11,10,0,0,1,1,0,2,8584056,1716811,13481370,3180503,76.41,22.0,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,39,37.7,48.8,47.8,11,10,0,0,0,1,1,2,8584056,1716811,13481370,3180503,76.41,22.0,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,40,38.5,48.8,47.8,10,9,0,1,0,0,0,2,8804160,1760832,13481370,2916378,78.37,20.0,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,41,39.4,48.8,47.8,9,8,0,2,0,0,1,0,9024264,1804852,13481370,2652254,80.33,18.0,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,40,38.3,48.8,47.8,10,9,0,0,1,0,0,0,8804160,1760832,13481370,2916378,78.37,20.0,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,42,40.1,48.8,47.8,8,7,0,6,2,0,2,0,9244368,1848873,13481370,2388129,82.29,16.0,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-016,Research & Development,Technology and Innovation,50,49,42,40.1,48.8,47.8,8,7,0,0,1,1,0,3,9244368,1848873,13481370,2388129,82.29,16.0,2025-11-28
