Department_Budget_Record_ID,Budget_Month,Department_ID,Department_Name,Cost_Center_ID,Budgeted_Position_Count,Approved_Salary_and_Benefits_Budget,Recruitment_Budget,Training_and_Development_Budget,Overtime_Budget,Workforce_Contingency_Budget,Total_Approved_People_Budget,Actual_Salary_Cost,Actual_Benefits_Cost,Actual_Recruitment_Cost,Actual_Training_Cost,Actual_Overtime_Cost,Total_Actual_People_Cost,Remaining_People_Budget,Budget_Utilization_Percentage,Budget_Status,Budget_Currency,Data_As_Of_Date
DEPARTMENT-BUDGET-0228,2025-08-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,44,8152320,0,44000,150968,244569,8591857,6521856,1304371,0,40536,137438,8004201,587656,93.16,Watch,PKR,2025-08-28
DEPARTMENT-BUDGET-0229,2025-09-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,44,8152320,0,44000,150968,244569,8591857,6521856,1304371,0,35967,145737,8007931,583926,93.2,Watch,PKR,2025-09-28
DEPARTMENT-BUDGET-0230,2025-10-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,44,8152320,0,44000,150968,244569,8591857,6521856,1304371,0,42607,154334,8023168,568689,93.38,Watch,PKR,2025-10-28
DEPARTMENT-BUDGET-0231,2025-11-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,44,8152320,10979,43000,147537,244569,8598405,6373632,1274726,6625,32529,127195,7814707,783698,90.89,Within Budget,PKR,2025-11-28
DEPARTMENT-BUDGET-0232,2025-12-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,44,8152320,0,45000,154400,244569,8596289,6670080,1334016,0,42457,136183,8182736,413553,95.19,Watch,PKR,2025-12-28
DEPARTMENT-BUDGET-0233,2026-01-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,45,8955199,10979,44000,150968,268655,9429801,7004956,1400991,7078,31486,179344,8623855,805946,91.45,Within Budget,PKR,2026-01-28
DEPARTMENT-BUDGET-0234,2026-02-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,45,8955199,21959,43000,147537,268655,9436350,6845752,1369150,11170,27715,151276,8405063,1031287,89.07,Within Budget,PKR,2026-02-28
DEPARTMENT-BUDGET-0235,2026-03-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,45,8955199,0,46000,157831,268655,9427685,7323363,1464672,0,36747,187328,9012110,415575,95.59,Watch,PKR,2026-03-28
DEPARTMENT-BUDGET-0236,2026-04-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,45,8955199,0,45000,154400,268655,9423254,7164159,1432831,0,39364,175182,8811536,611718,93.51,Watch,PKR,2026-04-28
DEPARTMENT-BUDGET-0237,2026-05-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,45,8955199,0,46000,157831,268655,9427685,7323363,1464672,0,45718,187032,9020785,406900,95.68,Watch,PKR,2026-05-28
DEPARTMENT-BUDGET-0238,2026-06-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,45,8955199,0,46000,157831,268655,9427685,7323363,1464672,0,40084,174317,9002436,425249,95.49,Watch,PKR,2026-06-28
DEPARTMENT-BUDGET-0239,2026-07-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,45,8955199,0,46000,157831,268655,9427685,7323363,1464672,0,44240,120361,8952636,475049,94.96,Watch,PKR,2026-07-28
DEPARTMENT-BUDGET-0240,2026-08-01,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,45,8955199,0,45000,154400,268655,9423254,7164159,1432831,0,37809,141707,8776506,646748,93.14,Watch,PKR,2026-08-01
DEPARTMENT-BUDGET-0241,2024-09-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,11306611,16828,42000,220873,339198,11925510,8834933,1766986,12788,28047,184877,10827631,1097879,90.79,Within Budget,PKR,2024-09-28
DEPARTMENT-BUDGET-0242,2024-10-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,11306611,0,43000,226132,339198,11914941,9045288,1809057,0,26216,242516,11123077,791864,93.35,Watch,PKR,2024-10-28
DEPARTMENT-BUDGET-0243,2024-11-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,11306611,0,43000,226132,339198,11914941,9045288,1809057,0,27259,223397,11105001,809940,93.2,Watch,PKR,2024-11-28
DEPARTMENT-BUDGET-0244,2024-12-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,11306611,16828,42000,220873,339198,11925510,8834933,1766986,13393,40232,215222,10870766,1054744,91.16,Within Budget,PKR,2024-12-28
DEPARTMENT-BUDGET-0245,2025-01-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,43000,226132,366334,12846606,9768912,1953782,0,28503,215129,11966326,880280,93.15,Watch,PKR,2025-01-28
DEPARTMENT-BUDGET-0246,2025-02-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,43000,226132,366334,12846606,9768912,1953782,0,29231,233599,11985524,861082,93.3,Watch,PKR,2025-02-28
DEPARTMENT-BUDGET-0247,2025-03-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,45000,236650,366334,12859124,10223280,2044656,0,42631,267950,12578517,280607,97.82,Watch,PKR,2025-03-28
DEPARTMENT-BUDGET-0248,2025-04-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,44000,231391,366334,12852865,9996096,1999219,0,42421,243130,12280866,571999,95.55,Watch,PKR,2025-04-28
DEPARTMENT-BUDGET-0249,2025-05-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,44000,231391,366334,12852865,9996096,1999219,0,31761,237861,12264937,587928,95.43,Watch,PKR,2025-05-28
DEPARTMENT-BUDGET-0250,2025-06-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,44000,231391,366334,12852865,9996096,1999219,0,41505,221822,12258642,594223,95.38,Watch,PKR,2025-06-28
DEPARTMENT-BUDGET-0251,2025-07-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,43000,226132,366334,12846606,9768912,1953782,0,34288,216574,11973556,873050,93.2,Watch,PKR,2025-07-28
DEPARTMENT-BUDGET-0252,2025-08-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,44000,231391,366334,12852865,9996096,1999219,0,40575,186823,12222713,630152,95.1,Watch,PKR,2025-08-28
DEPARTMENT-BUDGET-0253,2025-09-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,43000,226132,366334,12846606,9768912,1953782,0,40266,178750,11941710,904896,92.96,Watch,PKR,2025-09-28
DEPARTMENT-BUDGET-0254,2025-10-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,44000,231391,366334,12852865,9996096,1999219,0,41947,177991,12215253,637612,95.04,Watch,PKR,2025-10-28
DEPARTMENT-BUDGET-0255,2025-11-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,44000,231391,366334,12852865,9996096,1999219,0,34836,275418,12305569,547296,95.74,Watch,PKR,2025-11-28
DEPARTMENT-BUDGET-0256,2025-12-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,12211140,0,44000,231391,366334,12852865,9996096,1999219,0,27122,242729,12265166,587699,95.43,Watch,PKR,2025-12-28
DEPARTMENT-BUDGET-0257,2026-01-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,13115668,0,44000,231391,393470,13784529,10736547,2147309,0,38265,184331,13106452,678077,95.08,Watch,PKR,2026-01-28
DEPARTMENT-BUDGET-0258,2026-02-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,13115668,0,44000,231391,393470,13784529,10736547,2147309,0,32260,206809,13122925,661604,95.2,Watch,PKR,2026-02-28
DEPARTMENT-BUDGET-0259,2026-03-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,13115668,0,46000,241908,393470,13797046,11224572,2244914,0,35559,263936,13768981,28065,99.8,Watch,PKR,2026-03-28
DEPARTMENT-BUDGET-0260,2026-04-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,13115668,0,45000,236650,393470,13790788,10980560,2196112,0,41552,254218,13472442,318346,97.69,Watch,PKR,2026-04-28
DEPARTMENT-BUDGET-0261,2026-05-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,13115668,0,46000,241908,393470,13797046,11224572,2244914,0,38514,226805,13734805,62241,99.55,Watch,PKR,2026-05-28
DEPARTMENT-BUDGET-0262,2026-06-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,13115668,0,44000,231391,393470,13784529,10736547,2147309,0,42790,221500,13148146,636383,95.38,Watch,PKR,2026-06-28
DEPARTMENT-BUDGET-0263,2026-07-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,13115668,0,46000,241908,393470,13797046,11224572,2244914,0,38896,271417,13779799,17247,99.87,Watch,PKR,2026-07-28
DEPARTMENT-BUDGET-0264,2026-08-01,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,43,13115668,0,45000,236650,393470,13790788,10980560,2196112,0,34708,196063,13407443,383345,97.22,Watch,PKR,2026-08-01
DEPARTMENT-BUDGET-0265,2024-09-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,9545000,79680,40000,166000,286350,10117030,6640000,1328000,30272,26950,137312,8162534,1954496,80.68,Within Budget,PKR,2024-09-28
DEPARTMENT-BUDGET-0266,2024-10-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,9545000,79680,40000,166000,286350,10117030,6640000,1328000,66232,31700,184721,8250653,1866377,81.55,Within Budget,PKR,2024-10-28
DEPARTMENT-BUDGET-0267,2024-11-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,9545000,66400,41000,170150,286350,10108900,6806000,1361200,27951,30140,160652,8385943,1722957,82.96,Within Budget,PKR,2024-11-28
DEPARTMENT-BUDGET-0268,2024-12-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,9545000,66400,41000,170150,286350,10108900,6806000,1361200,24885,26255,149145,8367485,1741415,82.77,Within Budget,PKR,2024-12-28
DEPARTMENT-BUDGET-0269,2025-01-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,66400,41000,170150,309258,10895408,7350480,1470096,55931,37925,129257,9043689,1851719,83.0,Within Budget,PKR,2025-01-28
DEPARTMENT-BUDGET-0270,2025-02-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,53120,42000,174300,309258,10887278,7529760,1505952,36194,33795,139121,9244822,1642456,84.91,Within Budget,PKR,2025-02-28
DEPARTMENT-BUDGET-0271,2025-03-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,66400,41000,170150,309258,10895408,7350480,1470096,47300,27528,135795,9031199,1864209,82.89,Within Budget,PKR,2025-03-28
DEPARTMENT-BUDGET-0272,2025-04-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,53120,42000,174300,309258,10887278,7529760,1505952,39194,35533,138048,9248487,1638791,84.95,Within Budget,PKR,2025-04-28
DEPARTMENT-BUDGET-0273,2025-05-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,39840,43000,178450,309258,10879148,7709040,1541808,30911,27507,192637,9501903,1377245,87.34,Within Budget,PKR,2025-05-28
DEPARTMENT-BUDGET-0274,2025-06-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,66400,41000,170150,309258,10895408,7350480,1470096,42277,36184,193486,9092523,1802885,83.45,Within Budget,PKR,2025-06-28
DEPARTMENT-BUDGET-0275,2025-07-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,66400,41000,170150,309258,10895408,7350480,1470096,58949,39058,163153,9081736,1813672,83.35,Within Budget,PKR,2025-07-28
DEPARTMENT-BUDGET-0276,2025-08-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,53120,42000,174300,309258,10887278,7529760,1505952,16038,29664,164056,9245470,1641808,84.92,Within Budget,PKR,2025-08-28
DEPARTMENT-BUDGET-0277,2025-09-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,39840,43000,178450,309258,10879148,7709040,1541808,15822,42049,184054,9492773,1386375,87.26,Within Budget,PKR,2025-09-28
DEPARTMENT-BUDGET-0278,2025-10-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,53120,42000,174300,309258,10887278,7529760,1505952,21564,35674,166624,9259574,1627704,85.05,Within Budget,PKR,2025-10-28
DEPARTMENT-BUDGET-0279,2025-11-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,39840,43000,178450,309258,10879148,7709040,1541808,22093,38470,147812,9459223,1419925,86.95,Within Budget,PKR,2025-11-28
DEPARTMENT-BUDGET-0280,2025-12-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,46,10308600,53120,42000,174300,309258,10887278,7529760,1505952,24080,35879,208412,9304083,1583195,85.46,Within Budget,PKR,2025-12-28
DEPARTMENT-BUDGET-0281,2026-01-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,47,11312900,66400,42000,174300,339387,11934987,8087519,1617503,32557,27660,209054,9974293,1960694,83.57,Within Budget,PKR,2026-01-28
DEPARTMENT-BUDGET-0282,2026-02-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,47,11312900,39840,44000,182600,339387,11918727,8472640,1694528,34616,38346,170019,10410149,1508578,87.34,Within Budget,PKR,2026-02-28
DEPARTMENT-BUDGET-0283,2026-03-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,47,11312900,39840,44000,182600,339387,11918727,8472640,1694528,28847,28285,168171,10392471,1526256,87.19,Within Budget,PKR,2026-03-28
DEPARTMENT-BUDGET-0284,2026-04-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,47,11312900,53120,43000,178450,339387,11926857,8280079,1656015,23337,34499,171791,10165721,1761136,85.23,Within Budget,PKR,2026-04-28
DEPARTMENT-BUDGET-0285,2026-05-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,47,11312900,39840,44000,182600,339387,11918727,8472640,1694528,13657,40598,170139,10391562,1527165,87.19,Within Budget,PKR,2026-05-28
DEPARTMENT-BUDGET-0286,2026-06-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,47,11312900,26560,45000,186750,339387,11910597,8665200,1733040,9212,33471,209012,10649935,1260662,89.42,Within Budget,PKR,2026-06-28
DEPARTMENT-BUDGET-0287,2026-07-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,47,11312900,26560,45000,186750,339387,11910597,8665200,1733040,19528,40479,143523,10601770,1308827,89.01,Within Budget,PKR,2026-07-28
DEPARTMENT-BUDGET-0288,2026-08-01,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,47,11312900,26560,45000,186750,339387,11910597,8665200,1733040,8468,38735,205684,10651127,1259470,89.43,Within Budget,PKR,2026-08-01
DEPARTMENT-BUDGET-0289,2024-09-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,48,9048000,120640,38000,143260,271440,9621340,5730400,1146080,106320,23197,114190,7120187,2501153,74.0,Within Budget,PKR,2024-09-28
DEPARTMENT-BUDGET-0290,2024-10-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,48,9048000,132704,37000,139490,271440,9628634,5579600,1115920,81374,34962,132435,6944291,2684343,72.12,Within Budget,PKR,2024-10-28
DEPARTMENT-BUDGET-0291,2024-11-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,48,9048000,96512,40000,150800,271440,9606752,6032000,1206400,44369,30969,146696,7460434,2146318,77.66,Within Budget,PKR,2024-11-28
DEPARTMENT-BUDGET-0292,2024-12-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,48,9048000,84448,41000,154570,271440,9599458,6182800,1236560,36621,27302,151698,7634981,1964477,79.54,Within Budget,PKR,2024-12-28
DEPARTMENT-BUDGET-0293,2025-01-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,120640,39000,147030,299262,10581352,6351696,1270339,98929,30617,146982,7898563,2682789,74.65,Within Budget,PKR,2025-01-28
DEPARTMENT-BUDGET-0294,2025-02-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,132704,38000,143260,299262,10588646,6188832,1237766,77917,34106,116913,7655534,2933112,72.3,Within Budget,PKR,2025-02-28
DEPARTMENT-BUDGET-0295,2025-03-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,144768,37000,139490,299262,10595940,6025968,1205193,79925,29818,108706,7449610,3146330,70.31,Within Budget,PKR,2025-03-28
DEPARTMENT-BUDGET-0296,2025-04-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,120640,39000,147030,299262,10581352,6351696,1270339,61054,32787,165119,7880995,2700357,74.48,Within Budget,PKR,2025-04-28
DEPARTMENT-BUDGET-0297,2025-05-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,108576,40000,150800,299262,10574058,6514560,1302912,56344,37872,119211,8030899,2543159,75.95,Within Budget,PKR,2025-05-28
DEPARTMENT-BUDGET-0298,2025-06-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,96512,41000,154570,299262,10566764,6677424,1335484,85858,39301,132684,8270751,2296013,78.27,Within Budget,PKR,2025-06-28
DEPARTMENT-BUDGET-0299,2025-07-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,108576,40000,150800,299262,10574058,6514560,1302912,79638,31399,180747,8109256,2464802,76.69,Within Budget,PKR,2025-07-28
DEPARTMENT-BUDGET-0300,2025-08-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,96512,41000,154570,299262,10566764,6677424,1335484,60419,40004,133236,8246567,2320197,78.04,Within Budget,PKR,2025-08-28
DEPARTMENT-BUDGET-0301,2025-09-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,108576,40000,150800,299262,10574058,6514560,1302912,87612,32918,173810,8111812,2462246,76.71,Within Budget,PKR,2025-09-28
DEPARTMENT-BUDGET-0302,2025-10-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,72384,43000,162110,299262,10552176,7003152,1400630,47058,41666,186607,8679113,1873063,82.25,Within Budget,PKR,2025-10-28
DEPARTMENT-BUDGET-0303,2025-11-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,48256,45000,169650,299262,10537588,7328880,1465776,33981,33098,167691,9029426,1508162,85.69,Within Budget,PKR,2025-11-28
DEPARTMENT-BUDGET-0304,2025-12-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,49,9975420,48256,45000,169650,299262,10537588,7328880,1465776,42992,40019,200620,9078287,1459301,86.15,Within Budget,PKR,2025-12-28
DEPARTMENT-BUDGET-0305,2026-01-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,50,10933000,72384,44000,165880,327990,11543254,7696831,1539366,51196,34060,139414,9460867,2082387,81.96,Within Budget,PKR,2026-01-28
DEPARTMENT-BUDGET-0306,2026-02-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,50,10933000,96512,42000,158340,327990,11557842,7346975,1469395,56950,28794,186576,9088690,2469152,78.64,Within Budget,PKR,2026-02-28
DEPARTMENT-BUDGET-0307,2026-03-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,50,10933000,96512,42000,158340,327990,11557842,7346975,1469395,74675,26825,136770,9054640,2503202,78.34,Within Budget,PKR,2026-03-28
DEPARTMENT-BUDGET-0308,2026-04-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,50,10933000,72384,44000,165880,327990,11543254,7696831,1539366,55764,41407,145033,9478401,2064853,82.11,Within Budget,PKR,2026-04-28
DEPARTMENT-BUDGET-0309,2026-05-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,50,10933000,60320,45000,169650,327990,11535960,7871759,1574351,21324,40868,141853,9650155,1885805,83.65,Within Budget,PKR,2026-05-28
DEPARTMENT-BUDGET-0310,2026-06-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,50,10933000,72384,44000,165880,327990,11543254,7696831,1539366,36034,29403,183158,9484792,2058462,82.17,Within Budget,PKR,2026-06-28
DEPARTMENT-BUDGET-0311,2026-07-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,50,10933000,60320,45000,169650,327990,11535960,7871759,1574351,32293,28491,200422,9707316,1828644,84.15,Within Budget,PKR,2026-07-28
DEPARTMENT-BUDGET-0312,2026-08-01,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,50,10933000,60320,45000,169650,327990,11535960,7871759,1574351,35768,38840,199490,9720208,1815752,84.26,Within Budget,PKR,2026-08-01
DEPARTMENT-BUDGET-0313,2024-09-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,49,9192944,156092,36000,135080,275788,9795904,5403200,1080640,72214,34224,125052,6715330,3080574,68.55,Within Budget,PKR,2024-09-28
DEPARTMENT-BUDGET-0314,2024-10-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,49,9192944,180106,34000,127575,275788,9810413,5103022,1020604,157930,31892,106376,6419824,3390589,65.44,Within Budget,PKR,2024-10-28
DEPARTMENT-BUDGET-0315,2024-11-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,49,9192944,144085,37000,138832,275788,9788649,5553288,1110657,45149,25475,129489,6864058,2924591,70.12,Within Budget,PKR,2024-11-28
DEPARTMENT-BUDGET-0316,2024-12-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,49,9192944,120071,39000,146336,275788,9774139,5853466,1170693,61190,37842,157598,7280789,2493350,74.49,Within Budget,PKR,2024-12-28
DEPARTMENT-BUDGET-0317,2025-01-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,144085,38000,142584,303930,10759599,6159648,1231929,109237,23225,166650,7690689,3068910,71.48,Within Budget,PKR,2025-01-28
DEPARTMENT-BUDGET-0318,2025-02-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,156092,37000,138832,303930,10766854,5997551,1199510,85310,33163,113458,7428992,3337862,69.0,Within Budget,PKR,2025-02-28
DEPARTMENT-BUDGET-0319,2025-03-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,144085,38000,142584,303930,10759599,6159648,1231929,69636,24473,129926,7615612,3143987,70.78,Within Budget,PKR,2025-03-28
DEPARTMENT-BUDGET-0320,2025-04-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,144085,38000,142584,303930,10759599,6159648,1231929,113525,32411,146442,7683955,3075644,71.41,Within Budget,PKR,2025-04-28
DEPARTMENT-BUDGET-0321,2025-05-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,144085,38000,142584,303930,10759599,6159648,1231929,72736,31790,119083,7615186,3144413,70.78,Within Budget,PKR,2025-05-28
DEPARTMENT-BUDGET-0322,2025-06-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,132078,39000,146336,303930,10752344,6321744,1264348,111968,29624,155038,7882722,2869622,73.31,Within Budget,PKR,2025-06-28
DEPARTMENT-BUDGET-0323,2025-07-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,132078,39000,146336,303930,10752344,6321744,1264348,69049,36446,131904,7823491,2928853,72.76,Within Budget,PKR,2025-07-28
DEPARTMENT-BUDGET-0324,2025-08-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,108064,41000,153841,303930,10737835,6645936,1329187,76575,29975,165797,8247470,2490365,76.81,Within Budget,PKR,2025-08-28
DEPARTMENT-BUDGET-0325,2025-09-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,120071,40000,150088,303930,10745089,6483840,1296768,41642,24021,128359,7974630,2770459,74.22,Within Budget,PKR,2025-09-28
DEPARTMENT-BUDGET-0326,2025-10-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,96056,42000,157593,303930,10730579,6808032,1361606,72227,37769,147912,8427546,2303033,78.54,Within Budget,PKR,2025-10-28
DEPARTMENT-BUDGET-0327,2025-11-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,72042,44000,165097,303930,10716069,7132223,1426444,26012,43901,162516,8791096,1924973,82.04,Within Budget,PKR,2025-11-28
DEPARTMENT-BUDGET-0328,2025-12-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,50,10131000,60035,45000,168850,303930,10708815,7294319,1458863,31766,39002,132470,8956420,1752395,83.64,Within Budget,PKR,2025-12-28
DEPARTMENT-BUDGET-0329,2026-01-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,52,11316702,108064,43000,161345,339501,11968612,7486433,1497286,96993,30987,164613,9276312,2692300,77.51,Within Budget,PKR,2026-01-28
DEPARTMENT-BUDGET-0330,2026-02-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,52,11316702,132078,41000,153841,339501,11983122,7138227,1427645,43497,37223,127999,8774591,3208531,73.22,Within Budget,PKR,2026-02-28
DEPARTMENT-BUDGET-0331,2026-03-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,52,11316702,120071,42000,157593,339501,11975867,7312330,1462466,63442,32773,168902,9039913,2935954,75.48,Within Budget,PKR,2026-03-28
DEPARTMENT-BUDGET-0332,2026-04-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,52,11316702,108064,43000,161345,339501,11968612,7486433,1497286,77737,27706,184521,9273683,2694929,77.48,Within Budget,PKR,2026-04-28
DEPARTMENT-BUDGET-0333,2026-05-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,52,11316702,84049,45000,168850,339501,11954102,7834639,1566927,66703,40958,148048,9657275,2296827,80.79,Within Budget,PKR,2026-05-28
DEPARTMENT-BUDGET-0334,2026-06-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,52,11316702,84049,45000,168850,339501,11954102,7834639,1566927,42053,29629,127339,9600587,2353515,80.31,Within Budget,PKR,2026-06-28
DEPARTMENT-BUDGET-0335,2026-07-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,52,11316702,84049,45000,168850,339501,11954102,7834639,1566927,69701,44695,175235,9691197,2262905,81.07,Within Budget,PKR,2026-07-28
DEPARTMENT-BUDGET-0336,2026-08-01,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,52,11316702,84049,45000,168850,339501,11954102,7834639,1566927,48358,43229,156680,9649833,2304269,80.72,Within Budget,PKR,2026-08-01
DEPARTMENT-BUDGET-0337,2024-09-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,10310666,123728,39000,167548,309319,10950261,6701933,1340386,79323,32972,131670,8286284,2663977,75.67,Within Budget,PKR,2024-09-28
