Activity_Date,Department_ID,Department_Name,Actual_Employee_Count,Employees_Available_for_Work,Employees_on_Approved_Leave,Employees_Absent,Total_Overtime_Hours,Open_Position_Count,Critical_Open_Position_Count,Workforce_Availability_Percentage,Data_Refresh_Timestamp,Data_Quality_Status
2026-05-31,DEPARTMENT-002,Finance,45,36,2,7,5,3,1,80.0,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-003,Sales,45,40,1,4,7,7,2,88.89,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-004,Customer Support,45,37,3,5,6,5,1,82.22,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-005,Engineering,45,37,3,5,8,9,3,82.22,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-006,Operations,45,40,1,4,10,6,2,88.89,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-007,IT,45,39,1,5,2,4,1,86.67,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-008,Medical Care,45,40,1,4,15,10,10,88.89,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-009,Training & Development,45,40,3,2,15,2,0,88.89,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-010,Administration & Facilities,45,37,1,7,6,0,0,82.22,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-011,Legal & Compliance,45,36,1,8,10,0,0,80.0,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-012,Procurement & Supply Chain,45,39,2,4,5,3,1,86.67,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-013,Logistics & Warehouse,45,34,2,9,13,8,2,75.56,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-014,Production & Manufacturing,45,41,0,4,13,11,11,91.11,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-015,Quality Assurance,45,41,0,4,9,5,1,91.11,2026-05-31T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-016,Research & Development,45,35,3,7,1,7,2,77.78,2026-05-31T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-001,HR,45,42,1,2,10,0,0,93.33,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-002,Finance,45,45,0,0,8,3,1,100.0,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-003,Sales,45,45,0,0,0,7,2,100.0,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-004,Customer Support,45,38,2,5,3,5,1,84.44,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-005,Engineering,45,42,3,0,7,9,3,93.33,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-006,Operations,45,43,2,0,12,6,2,95.56,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-007,IT,45,45,0,0,3,4,1,100.0,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-008,Medical Care,45,43,2,0,20,10,10,95.56,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-009,Training & Development,45,40,3,2,5,2,0,88.89,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-010,Administration & Facilities,45,44,1,0,0,0,0,97.78,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-011,Legal & Compliance,45,45,0,0,9,0,0,100.0,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-012,Procurement & Supply Chain,45,43,2,0,10,3,1,95.56,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-013,Logistics & Warehouse,45,41,2,2,13,8,2,91.11,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-014,Production & Manufacturing,45,41,3,1,16,11,11,91.11,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-015,Quality Assurance,45,42,2,1,11,5,1,93.33,2026-06-01T18:00:00+05:00,Validated
2026-06-01,DEPARTMENT-016,Research & Development,45,41,2,2,8,7,2,91.11,2026-06-01T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-001,HR,45,43,2,0,6,0,0,95.56,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-002,Finance,45,43,0,2,9,3,1,95.56,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-003,Sales,45,42,3,0,0,7,2,93.33,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-004,Customer Support,45,43,0,2,4,5,1,95.56,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-005,Engineering,45,42,2,1,10,9,3,93.33,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-006,Operations,45,42,3,0,9,6,2,93.33,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-007,IT,45,42,2,1,9,4,1,93.33,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-008,Medical Care,45,38,1,6,13,10,10,84.44,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-009,Training & Development,45,42,2,1,5,2,0,93.33,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-010,Administration & Facilities,45,41,1,3,0,0,0,91.11,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-011,Legal & Compliance,45,42,3,0,9,0,0,93.33,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-012,Procurement & Supply Chain,45,41,2,2,5,3,1,91.11,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-013,Logistics & Warehouse,45,42,0,3,19,8,2,93.33,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-014,Production & Manufacturing,45,40,1,4,11,11,11,88.89,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-015,Quality Assurance,45,44,0,1,1,5,1,97.78,2026-06-02T18:00:00+05:00,Validated
2026-06-02,DEPARTMENT-016,Research & Development,45,45,0,0,14,7,2,100.0,2026-06-02T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-001,HR,45,43,1,1,12,0,0,95.56,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-002,Finance,45,43,2,0,10,3,1,95.56,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-003,Sales,45,42,1,2,2,7,2,93.33,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-004,Customer Support,45,41,1,3,8,5,1,91.11,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-005,Engineering,45,41,0,4,12,9,3,91.11,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-006,Operations,45,39,3,3,8,6,2,86.67,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-007,IT,45,39,4,2,9,4,1,86.67,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-008,Medical Care,45,40,2,3,6,10,10,88.89,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-009,Training & Development,45,42,3,0,10,2,0,93.33,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-010,Administration & Facilities,45,40,3,2,8,0,0,88.89,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-011,Legal & Compliance,45,43,1,1,9,0,0,95.56,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-012,Procurement & Supply Chain,45,43,2,0,9,3,1,95.56,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-013,Logistics & Warehouse,45,42,2,1,14,8,2,93.33,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-014,Production & Manufacturing,45,40,0,5,9,11,11,88.89,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-015,Quality Assurance,45,45,0,0,4,5,1,100.0,2026-06-03T18:00:00+05:00,Validated
2026-06-03,DEPARTMENT-016,Research & Development,45,41,2,2,0,7,2,91.11,2026-06-03T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-001,HR,45,44,1,0,9,0,0,97.78,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-002,Finance,45,45,0,0,9,3,1,100.0,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-003,Sales,45,43,1,1,12,7,2,95.56,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-004,Customer Support,45,42,2,1,5,5,1,93.33,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-005,Engineering,45,40,1,4,6,9,3,88.89,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-006,Operations,45,43,1,1,5,6,2,95.56,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-007,IT,45,39,4,2,8,4,1,86.67,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-008,Medical Care,45,42,3,0,14,10,10,93.33,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-009,Training & Development,45,40,4,1,4,2,0,88.89,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-010,Administration & Facilities,45,41,2,2,4,0,0,91.11,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-011,Legal & Compliance,45,44,0,1,1,0,0,97.78,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-012,Procurement & Supply Chain,45,43,2,0,9,3,1,95.56,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-013,Logistics & Warehouse,45,40,2,3,17,8,2,88.89,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-014,Production & Manufacturing,45,45,0,0,10,11,11,100.0,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-015,Quality Assurance,45,45,0,0,5,5,1,100.0,2026-06-04T18:00:00+05:00,Validated
2026-06-04,DEPARTMENT-016,Research & Development,45,42,2,1,6,7,2,93.33,2026-06-04T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-001,HR,45,43,2,0,6,0,0,95.56,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-002,Finance,45,40,3,2,5,3,1,88.89,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-003,Sales,45,41,4,0,3,7,2,91.11,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-004,Customer Support,45,44,1,0,5,5,1,97.78,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-005,Engineering,45,43,2,0,4,9,3,95.56,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-006,Operations,45,41,3,1,4,6,2,91.11,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-007,IT,45,42,1,2,0,4,1,93.33,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-008,Medical Care,45,36,4,5,14,10,10,80.0,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-009,Training & Development,45,38,4,3,2,2,0,84.44,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-010,Administration & Facilities,45,42,2,1,0,0,0,93.33,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-011,Legal & Compliance,45,45,0,0,6,0,0,100.0,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-012,Procurement & Supply Chain,45,40,5,0,8,3,1,88.89,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-013,Logistics & Warehouse,45,41,1,3,19,8,2,91.11,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-014,Production & Manufacturing,45,44,0,1,15,11,11,97.78,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-015,Quality Assurance,45,40,1,4,12,5,1,88.89,2026-06-05T18:00:00+05:00,Validated
2026-06-05,DEPARTMENT-016,Research & Development,45,41,2,2,12,7,2,91.11,2026-06-05T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-001,HR,45,39,1,5,8,0,0,86.67,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-002,Finance,45,38,1,6,7,3,1,84.44,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-003,Sales,45,37,2,6,4,7,2,82.22,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-004,Customer Support,45,41,1,3,4,5,1,91.11,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-005,Engineering,45,38,2,5,5,9,3,84.44,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-006,Operations,45,39,1,5,3,6,2,86.67,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-007,IT,45,38,2,5,9,4,1,84.44,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-008,Medical Care,45,38,1,6,12,10,10,84.44,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-009,Training & Development,45,38,1,6,9,2,0,84.44,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-010,Administration & Facilities,45,39,2,4,8,0,0,86.67,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-011,Legal & Compliance,45,41,2,2,5,0,0,91.11,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-012,Procurement & Supply Chain,45,40,2,3,8,3,1,88.89,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-013,Logistics & Warehouse,45,39,0,6,15,8,2,86.67,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-014,Production & Manufacturing,45,38,2,5,16,11,11,84.44,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-015,Quality Assurance,45,38,2,5,3,5,1,84.44,2026-06-06T18:00:00+05:00,Validated
2026-06-06,DEPARTMENT-016,Research & Development,45,38,2,5,0,7,2,84.44,2026-06-06T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-001,HR,45,38,0,7,4,0,0,84.44,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-002,Finance,45,39,0,6,2,3,1,86.67,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-003,Sales,45,40,1,4,10,7,2,88.89,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-004,Customer Support,45,39,0,6,12,5,1,86.67,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-005,Engineering,45,43,2,0,12,9,3,95.56,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-006,Operations,45,41,2,2,4,6,2,91.11,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-007,IT,45,37,1,7,9,4,1,82.22,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-008,Medical Care,45,37,2,6,19,10,10,82.22,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-009,Training & Development,45,41,0,4,14,2,0,91.11,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-010,Administration & Facilities,45,41,0,4,5,0,0,91.11,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-011,Legal & Compliance,45,40,2,3,8,0,0,88.89,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-012,Procurement & Supply Chain,45,39,2,4,3,3,1,86.67,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-013,Logistics & Warehouse,45,39,1,5,7,8,2,86.67,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-014,Production & Manufacturing,45,35,1,9,10,11,11,77.78,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-015,Quality Assurance,45,41,0,4,8,5,1,91.11,2026-06-07T18:00:00+05:00,Validated
2026-06-07,DEPARTMENT-016,Research & Development,45,37,2,6,2,7,2,82.22,2026-06-07T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-001,HR,45,43,2,0,9,0,0,95.56,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-002,Finance,45,40,3,2,7,3,1,88.89,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-003,Sales,45,42,2,1,13,7,2,93.33,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-004,Customer Support,45,41,1,3,10,5,1,91.11,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-005,Engineering,45,39,3,3,9,9,3,86.67,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-006,Operations,45,40,2,3,3,6,2,88.89,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-007,IT,45,43,2,0,1,4,1,95.56,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-008,Medical Care,45,39,2,4,17,10,10,86.67,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-009,Training & Development,45,39,1,5,9,2,0,86.67,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-010,Administration & Facilities,45,40,2,3,11,0,0,88.89,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-011,Legal & Compliance,45,43,2,0,2,0,0,95.56,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-012,Procurement & Supply Chain,45,44,0,1,10,3,1,97.78,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-013,Logistics & Warehouse,45,42,1,2,12,8,2,93.33,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-014,Production & Manufacturing,45,43,0,2,10,11,11,95.56,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-015,Quality Assurance,45,43,0,2,4,5,1,95.56,2026-06-08T18:00:00+05:00,Validated
2026-06-08,DEPARTMENT-016,Research & Development,45,44,1,0,3,7,2,97.78,2026-06-08T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-001,HR,45,43,0,2,0,0,0,95.56,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-002,Finance,45,45,0,0,5,3,1,100.0,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-003,Sales,45,40,3,2,4,7,2,88.89,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-004,Customer Support,45,41,0,4,14,5,1,91.11,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-005,Engineering,45,39,4,2,2,9,3,86.67,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-006,Operations,45,42,3,0,6,6,2,93.33,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-007,IT,45,43,0,2,6,4,1,95.56,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-008,Medical Care,45,41,3,1,12,10,10,91.11,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-009,Training & Development,45,41,1,3,6,2,0,91.11,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-010,Administration & Facilities,45,43,1,1,9,0,0,95.56,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-011,Legal & Compliance,45,41,3,1,7,0,0,91.11,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-012,Procurement & Supply Chain,45,44,1,0,9,3,1,97.78,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-013,Logistics & Warehouse,45,40,3,2,14,8,2,88.89,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-014,Production & Manufacturing,45,39,2,4,11,11,11,86.67,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-015,Quality Assurance,45,43,2,0,5,5,1,95.56,2026-06-09T18:00:00+05:00,Validated
2026-06-09,DEPARTMENT-016,Research & Development,45,44,1,0,7,7,2,97.78,2026-06-09T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-001,HR,45,45,0,0,11,0,0,100.0,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-002,Finance,45,42,3,0,11,3,1,93.33,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-003,Sales,45,44,1,0,12,7,2,97.78,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-004,Customer Support,45,39,2,4,10,5,1,86.67,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-005,Engineering,45,44,1,0,6,9,3,97.78,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-006,Operations,45,42,2,1,4,6,2,93.33,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-007,IT,45,40,1,4,11,4,1,88.89,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-008,Medical Care,45,45,0,0,12,10,10,100.0,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-009,Training & Development,45,42,1,2,6,2,0,93.33,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-010,Administration & Facilities,45,44,1,0,7,0,0,97.78,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-011,Legal & Compliance,45,42,3,0,12,0,0,93.33,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-012,Procurement & Supply Chain,45,44,0,1,13,3,1,97.78,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-013,Logistics & Warehouse,45,41,1,3,16,8,2,91.11,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-014,Production & Manufacturing,45,43,2,0,17,11,11,95.56,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-015,Quality Assurance,45,41,1,3,2,5,1,91.11,2026-06-10T18:00:00+05:00,Validated
2026-06-10,DEPARTMENT-016,Research & Development,45,41,2,2,0,7,2,91.11,2026-06-10T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-001,HR,45,43,0,2,9,0,0,95.56,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-002,Finance,45,44,1,0,13,3,1,97.78,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-003,Sales,45,45,0,0,13,7,2,100.0,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-004,Customer Support,45,44,1,0,1,5,1,97.78,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-005,Engineering,45,44,1,0,9,9,3,97.78,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-006,Operations,45,42,2,1,18,6,2,93.33,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-007,IT,45,44,0,1,5,4,1,97.78,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-008,Medical Care,45,44,1,0,16,10,10,97.78,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-009,Training & Development,45,42,2,1,7,2,0,93.33,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-010,Administration & Facilities,45,42,3,0,10,0,0,93.33,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-011,Legal & Compliance,45,43,0,2,2,0,0,95.56,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-012,Procurement & Supply Chain,45,43,0,2,10,3,1,95.56,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-013,Logistics & Warehouse,45,41,1,3,7,8,2,91.11,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-014,Production & Manufacturing,45,45,0,0,20,11,11,100.0,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-015,Quality Assurance,45,40,3,2,4,5,1,88.89,2026-06-11T18:00:00+05:00,Validated
2026-06-11,DEPARTMENT-016,Research & Development,45,43,0,2,10,7,2,95.56,2026-06-11T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-001,HR,45,44,1,0,6,0,0,97.78,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-002,Finance,45,43,0,2,3,3,1,95.56,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-003,Sales,45,41,1,3,7,7,2,91.11,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-004,Customer Support,45,39,2,4,9,5,1,86.67,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-005,Engineering,45,43,2,0,7,9,3,95.56,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-006,Operations,45,44,1,0,9,6,2,97.78,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-007,IT,45,44,1,0,3,4,1,97.78,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-008,Medical Care,45,42,3,0,8,10,10,93.33,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-009,Training & Development,45,44,1,0,5,2,0,97.78,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-010,Administration & Facilities,45,43,2,0,0,0,0,95.56,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-011,Legal & Compliance,45,43,0,2,9,0,0,95.56,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-012,Procurement & Supply Chain,45,44,1,0,7,3,1,97.78,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-013,Logistics & Warehouse,45,42,0,3,18,8,2,93.33,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-014,Production & Manufacturing,45,42,0,3,18,11,11,93.33,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-015,Quality Assurance,45,43,0,2,6,5,1,95.56,2026-06-12T18:00:00+05:00,Validated
2026-06-12,DEPARTMENT-016,Research & Development,45,42,1,2,3,7,2,93.33,2026-06-12T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-001,HR,45,40,2,3,10,0,0,88.89,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-002,Finance,45,40,1,4,5,3,1,88.89,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-003,Sales,45,43,0,2,10,7,2,95.56,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-004,Customer Support,45,39,1,5,9,5,1,86.67,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-005,Engineering,45,42,0,3,6,9,3,93.33,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-006,Operations,45,36,4,5,7,6,2,80.0,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-007,IT,45,40,1,4,9,4,1,88.89,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-008,Medical Care,45,39,1,5,13,10,10,86.67,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-009,Training & Development,45,35,3,7,12,2,0,77.78,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-010,Administration & Facilities,45,41,2,2,3,0,0,91.11,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-011,Legal & Compliance,45,41,1,3,5,0,0,91.11,2026-06-13T18:00:00+05:00,Validated
